date,order_id,customer_id,sku,revenue,quantity,profit,margin,year,month,week,day_of_week,day_of_month,month_name,Бренд,Категория,Тип,current_price,segment,tier,avg_price,profit_margin
2025-03-16,ORD328594,19259686,HHH_Pink_2327,2000,4,4703.0,1.0,2025,3,11,Sunday,16,March,KZDOO,Чехлы,Чехол для смартфона,9380.0,Loyal Customers,Gold,500.0,2.3515
2025-09-17,ORD553578,19331204,BBB_Pink_6613,5100,4,13958.0,1.0,2025,9,38,Wednesday,17,September,KZDOO,Чехлы,Чехол для смартфона,5100.0,New Customers,Gold,1275.0,2.736862745098039
2025-06-11,ORD392511,29540923,BBB_White_5235,5180,3,10098.6,1.0,2025,6,24,Wednesday,11,June,KZDOO,Чехлы,Чехол для смартфона,5180.0,High Value New Customers,Gold,1726.6666666666667,1.9495366795366795
2025-07-10,ORD315643,13687354,DDD_Black_1710,4990,2,5289.799999999999,1.0,2025,7,28,Thursday,10,July,KZDOO,Чехлы,Чехол для смартфона,4990.0,High Value New Customers,Gold,2495.0,1.0600801603206411
2025-01-18,ORD913119,61043170,HHH_Red_8358,2690,3,4211.4,1.0,2025,1,3,Saturday,18,January,KEEPHONE,Чехлы,Чехол для смартфона,2690.0,About To Sleep,Silver,896.6666666666666,1.5655762081784386
2025-05-14,ORD337283,64538087,CCC_Clear_4692,3490,4,9642.3,1.0,2025,5,20,Wednesday,14,May,KZDOO,Чехлы,Чехол для смартфона,3490.0,234,Gold,872.5,2.762836676217765
2025-08-13,ORD476514,82438067,EEE_Red_8950,5980,4,16047.6,1.0,2025,8,33,Wednesday,13,August,KZDOO,Чехлы,Чехол для смартфона,5980.0,High Value New Customers,Gold,1495.0,2.683545150501672
2025-02-02,ORD383201,71333535,CCC_Clear_1274,1460,4,3262.6000000000004,1.0,2025,2,5,Sunday,2,February,REMAX,Защитные пленки и стекла,Защитное стекло,1460.0,Loyal Customers,Gold,365.0,2.2346575342465758
2025-04-20,ORD171913,36496711,GGG_Blue_5448,6736,3,11366.0,1.0,2025,4,16,Sunday,20,April,KZDOO,Чехлы,Чехол для смартфона,6736.0,Cannot Lose Them,Silver,2245.3333333333335,1.687351543942993
2025-04-24,ORD357930,28202461,GGG_Pink_9489,4980,2,5520.0,1.0,2025,4,17,Thursday,24,April,KZDOO,Чехлы,Чехол для смартфона,4980.0,New Customers,Silver,2490.0,1.108433734939759
2025-09-23,ORD879678,36919791,CCC_Clear_1118,1800,1,-177.0,-0.0983333333333333,2025,9,39,Tuesday,23,September,K-DOO,Чехлы,Чехол для смартфона,1800.0,New Customers,Gold,1800.0,-0.09833333333333333
2025-06-30,ORD903385,20450748,EEE_Black_1662,11100,3,18787.0,1.0,2025,6,27,Monday,30,June,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Platinum,3700.0,1.6925225225225224
2025-03-07,ORD747887,29875570,DDD_Black_2486,660,4,1308.4,1.0,2025,3,10,Friday,7,March,Robiton,Батарейки и аккумуляторы,Батарейка,660.0,541,Gold,165.0,1.9824242424242426
2025-03-15,ORD112885,80615239,AAA_White_9065,4990,3,7543.700000000001,1.0,2025,3,11,Saturday,15,March,KZDOO,Чехлы,Чехол для смартфона,4990.0,High Value New Customers,Gold,1663.3333333333333,1.5117635270541083
2025-09-27,ORD882534,43423685,EEE_Purple_1098,3380,4,7980.799999999999,1.0,2025,9,39,Saturday,27,September,KZDOO,Чехлы,Чехол для смартфона,3380.0,High Value New Customers,Gold,845.0,2.3611834319526626
2025-06-19,ORD261633,17625450,EEE_Red_9020,5580,1,447.0,0.0801075268817204,2025,6,25,Thursday,19,June,KZDOO,Чехлы,Чехол для смартфона,5580.0,Cannot Lose Them,Gold,5580.0,0.08010752688172043
2025-01-29,ORD373094,40907194,AAA_White_9755,5990,1,152.4000000000001,0.0254424040066778,2025,1,5,Wednesday,29,January,KEEPHONE,Чехлы,Чехол для смартфона,5990.0,New Customers,Silver,5990.0,0.025442404006677813
2025-09-08,ORD969333,66519859,GGG_Purple_1694,4900,2,4438.0,0.9057142857142856,2025,9,37,Monday,8,September,Robiton,Батарейки и аккумуляторы,Батарейка,4900.0,High Value New Customers,Gold,2450.0,0.9057142857142857
2025-07-29,ORD214182,79115313,HHH_Pink_8206,4980,4,14122.8,1.0,2025,7,31,Tuesday,29,July,KZDOO,Чехлы,Чехол для смартфона,4980.0,Potential Loyalists,Bronze,1245.0,2.8359036144578313
2025-09-18,ORD725890,66144867,CCC_Blue_3895,9180,2,7186.6,0.7828540305010894,2025,9,38,Thursday,18,September,KZDOO,Чехлы,Чехол для смартфона,9180.0,High Value New Customers,Platinum,4590.0,0.7828540305010894
2025-06-29,ORD318170,84491869,EEE_Green_2359,3100,2,2564.0,0.8270967741935484,2025,6,26,Sunday,29,June,KZDOO,Чехлы,Чехол для смартфона,3100.0,At Risk,Bronze,1550.0,0.8270967741935484
2025-08-06,ORD852810,90424966,CCC_Red_9477,1550,1,28.5,0.0183870967741935,2025,8,32,Wednesday,6,August,KZDOO,Чехлы,Чехол для смартфона,1550.0,Potential Loyalists,Bronze,1550.0,0.018387096774193548
2025-08-26,ORD801578,91763078,CCC_Clear_8930,1080,3,1583.1999999999998,1.0,2025,8,35,Tuesday,26,August,Renata,Батарейки и аккумуляторы,Батарейка,1080.0,New Customers,Silver,360.0,1.4659259259259259
2025-04-08,ORD599979,74588621,HHH_Titanium_9363,2550,3,4275.0,1.0,2025,4,15,Tuesday,8,April,KZDOO,Чехлы,Чехол для смартфона,2550.0,Champions,Platinum,850.0,1.6764705882352942
2025-01-04,ORD331223,54154203,CCC_Blue_3473,2980,2,2671.8,0.8965771812080537,2025,1,1,Saturday,4,January,KZDOO,Чехлы,Чехол для смартфона,2980.0,123,Silver,1490.0,0.8965771812080537
2025-02-25,ORD297911,86221208,DDD_Clear_1598,6580,1,171.0,0.0259878419452887,2025,2,9,Tuesday,25,February,KZDOO,Чехлы,Чехол для смартфона,6580.0,Loyal Customers,Platinum,6580.0,0.025987841945288755
2025-09-14,ORD319315,84347936,CCC_Clear_6860,3180,4,8029.200000000001,1.0,2025,9,37,Sunday,14,September,KZDOO,Чехлы,Чехол для смартфона,3180.0,New Customers,Silver,795.0,2.5249056603773585
2025-03-31,ORD794250,14715236,GGG_Purple_5110,6580,3,11164.4,1.0,2025,3,14,Monday,31,March,KZDOO,Чехлы,Чехол для смартфона,6580.0,324,Gold,2193.3333333333335,1.6967173252279635
2025-07-17,ORD710293,70326795,FFF_Purple_9422,11100,2,10723.0,0.966036036036036,2025,7,29,Thursday,17,July,Неизвестно,Чехлы,Неизвестно,11100.0,Champions,Platinum,5550.0,0.966036036036036
2025-07-10,ORD134404,63259901,CCC_White_6266,5100,3,9063.0,1.0,2025,7,28,Thursday,10,July,KZDOO,Чехлы,Чехол для наушников,5100.0,Loyal Customers,Gold,1700.0,1.7770588235294118
2025-02-24,ORD975130,98423853,BBB_Pink_8845,5300,3,8749.0,1.0,2025,2,9,Monday,24,February,KZDOO,Чехлы,Чехол для смартфона,5300.0,113,Bronze,1766.6666666666667,1.650754716981132
2025-01-21,ORD715257,93094444,DDD_White_9135,2990,4,7936.6,1.0,2025,1,4,Tuesday,21,January,KEEPHONE,Чехлы,Чехол для смартфона,2990.0,234,Gold,747.5,2.65438127090301
2025-01-23,ORD514644,91592163,BBB_Black_7878,2580,1,84.0,0.0325581395348837,2025,1,4,Thursday,23,January,KZDOO,Чехлы,Чехол для смартфона,2580.0,At Risk,Bronze,2580.0,0.03255813953488372
2025-05-18,ORD999850,43178236,HHH_Red_3860,6000,4,15760.0,1.0,2025,5,20,Sunday,18,May,KZDOO,Чехлы,Чехол для смартфона,6000.0,324,Gold,1500.0,2.6266666666666665
2025-06-06,ORD181227,49649549,BBB_Black_9198,880,1,-320.4,-0.3640909090909091,2025,6,23,Friday,6,June,Robiton,Батарейки и аккумуляторы,Батарейка,880.0,New Customers,Silver,880.0,-0.3640909090909091
2025-03-19,ORD777191,24565729,HHH_White_4631,9180,3,15480.4,1.0,2025,3,12,Wednesday,19,March,KZDOO,Чехлы,Чехол для смартфона,9180.0,High Value New Customers,Gold,3060.0,1.686318082788671
2025-06-16,ORD324139,50339234,CCC_Black_7296,2933,2,2016.71,0.6875929082850324,2025,6,25,Monday,16,June,KEEPHONE,Чехлы,Чехол для смартфона,2933.0,Potential Loyalists,Silver,1466.5,0.6875929082850324
2025-01-15,ORD946938,61473853,BBB_Black_4989,6050,4,14942.0,1.0,2025,1,3,Wednesday,15,January,KZDOO,Чехлы,Чехол для смартфона,6050.0,113,Bronze,1512.5,2.4697520661157024
2025-03-22,ORD514381,20765137,CCC_Pink_8919,1580,1,-346.4,-0.2192405063291139,2025,3,12,Saturday,22,March,REMAX,Защитные пленки и стекла,Защитное стекло,1580.0,About To Sleep,Silver,1580.0,-0.2192405063291139
2025-08-18,ORD936453,64327413,GGG_Pink_5430,3100,3,5257.0,1.0,2025,8,34,Monday,18,August,KZDOO,Чехлы,Чехол для смартфона,3100.0,Loyal Customers,Gold,1033.3333333333333,1.6958064516129032
2025-02-27,ORD402115,63335242,AAA_White_4047,7980,1,456.8000000000002,0.0572431077694235,2025,2,9,Thursday,27,February,K-DOO,Чехлы,Чехол для смартфона,7980.0,Cannot Lose Them,Silver,7980.0,0.05724310776942358
2025-02-19,ORD366441,44809215,AAA_Black_2397,7300,1,1030.0,0.1410958904109589,2025,2,8,Wednesday,19,February,KZDOO,Чехлы,Чехол для смартфона,7300.0,Cannot Lose Them,Silver,7300.0,0.1410958904109589
2025-09-15,ORD264691,51313051,DDD_Clear_9288,11100,1,2199.0,0.1981081081081081,2025,9,38,Monday,15,September,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Platinum,11100.0,0.1981081081081081
2025-07-11,ORD772973,28310439,HHH_White_7575,2790,3,5058.6,1.0,2025,7,28,Friday,11,July,KZDOO,Чехлы,Чехол для смартфона,2790.0,New Customers,Silver,930.0,1.8131182795698926
2025-08-02,ORD949355,55970003,CCC_Blue_8291,5580,2,5099.0,0.9137992831541218,2025,8,31,Saturday,2,August,KZDOO,Чехлы,Чехол для смартфона,5580.0,324,Gold,2790.0,0.9137992831541218
2025-06-07,ORD953498,91781807,HHH_Black_7583,5300,2,5984.0,1.0,2025,6,23,Saturday,7,June,KZDOO,Чехлы,Чехол для смартфона,5300.0,Cannot Lose Them,Silver,2650.0,1.129056603773585
2025-04-10,ORD236165,97578232,DDD_Titanium_7441,4980,2,4595.0,0.9226907630522088,2025,4,15,Thursday,10,April,K-DOO,Чехлы,Чехол для наушников,4980.0,235,Gold,2490.0,0.9226907630522089
2025-01-14,ORD943573,26194974,AAA_Black_7725,3380,1,382.8000000000002,0.1132544378698225,2025,1,3,Tuesday,14,January,KZDOO,Чехлы,Чехол для смартфона,3380.0,Champions,Platinum,3380.0,0.11325443786982253
2025-06-17,ORD451175,79747505,AAA_Blue_9495,5980,3,10039.4,1.0,2025,6,25,Tuesday,17,June,KEEPHONE,Чехлы,Чехол для смартфона,5980.0,213,Silver,1993.3333333333333,1.6788294314381271
2025-08-31,ORD888104,33336859,BBB_Blue_8197,6000,1,419.0,0.0698333333333333,2025,8,35,Sunday,31,August,KZDOO,Чехлы,Чехол для смартфона,6000.0,Loyal Customers,Platinum,6000.0,0.06983333333333333
2025-09-12,ORD793010,67730240,DDD_Pink_2219,2600,2,2154.0,0.8284615384615385,2025,9,37,Friday,12,September,KEEPHONE,Чехлы,Чехол для смартфона,2600.0,New Customers,Silver,1300.0,0.8284615384615385
2025-02-08,ORD730449,87897147,EEE_Black_8254,2780,2,2506.2,0.9015107913669064,2025,2,6,Saturday,8,February,KZDOO,Чехлы,Чехол для смартфона,2780.0,Potential Loyalists,Silver,1390.0,0.9015107913669064
2025-03-23,ORD906694,68159326,HHH_Clear_5825,1240,3,1915.8,1.0,2025,3,12,Sunday,23,March,REMAX,Защитные пленки и стекла,Защитное стекло,1240.0,Loyal Customers,Platinum,413.3333333333333,1.545
2025-08-28,ORD995328,97043253,FFF_Green_9071,3100,1,648.0,0.2090322580645161,2025,8,35,Thursday,28,August,KZDOO,Чехлы,Чехол для смартфона,3100.0,New Customers,Gold,3100.0,0.20903225806451614
2025-07-12,ORD942616,52953466,BBB_Pink_4023,2490,4,6050.8,1.0,2025,7,28,Saturday,12,July,KZDOO,Чехлы,Чехол для смартфона,2490.0,Potential Loyalists,Silver,622.5,2.4300401606425703
2025-05-01,ORD746780,32826828,EEE_Titanium_7662,6990,4,17684.2,1.0,2025,5,18,Thursday,1,May,KEEPHONE,Чехлы,Чехол для смартфона,6990.0,Loyal Customers,Platinum,1747.5,2.5299284692417743
2025-02-11,ORD681931,43776637,EEE_Blue_5790,5980,2,4828.6,0.8074581939799331,2025,2,7,Tuesday,11,February,KZDOO,Чехлы,Чехол для смартфона,5980.0,Loyal Customers,Platinum,2990.0,0.8074581939799331
2025-02-02,ORD632542,58295345,GGG_Clear_8444,4700,3,8905.0,1.0,2025,2,5,Sunday,2,February,KZDOO,Чехлы,Чехол для смартфона,4700.0,Champions,Platinum,1566.6666666666667,1.8946808510638298
2025-08-28,ORD693762,39912009,AAA_Black_7462,4990,1,1024.1,0.2052304609218436,2025,8,35,Thursday,28,August,KZDOO,Чехлы,Чехол для смартфона,4990.0,Loyal Customers,Platinum,4990.0,0.20523046092184366
2025-02-22,ORD956369,60679385,EEE_White_2537,1340,1,-114.60000000000002,-0.0855223880597015,2025,2,8,Saturday,22,February,Robiton,Батарейки и аккумуляторы,Батарейка,1340.0,At Risk,Bronze,1340.0,-0.08552238805970151
2025-04-26,ORD149559,42826695,AAA_Black_1627,7990,2,7920.5,0.9913016270337922,2025,4,17,Saturday,26,April,KEEPHONE,Чехлы,Чехол для смартфона,7990.0,At Risk,Bronze,3995.0,0.9913016270337922
2025-03-28,ORD881039,19770679,HHH_Red_1115,7828,2,6943.88,0.8870567194685743,2025,3,13,Friday,28,March,K-DOO,Чехлы,Чехол для смартфона,7828.0,Loyal Customers,Platinum,3914.0,0.8870567194685743
2025-09-20,ORD652671,36919791,CCC_Clear_1118,1800,1,53.0,0.0294444444444444,2025,9,38,Saturday,20,September,K-DOO,Чехлы,Чехол для смартфона,1800.0,New Customers,Gold,1800.0,0.029444444444444443
2025-04-17,ORD792671,85687791,AAA_Black_9253,5980,1,1034.6000000000004,0.1730100334448161,2025,4,16,Thursday,17,April,KEEPHONE,Чехлы,Чехол для смартфона,5980.0,Cannot Lose Them,Gold,5980.0,0.1730100334448161
2025-02-07,ORD392787,42464834,CCC_Green_2957,3400,2,3210.0,0.9441176470588236,2025,2,6,Friday,7,February,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,3400.0,At Risk,Bronze,1700.0,0.9441176470588235
2025-08-18,ORD111077,42232730,HHH_White_3648,10780,1,1261.1999999999998,0.1169944341372912,2025,8,34,Monday,18,August,KZDOO,Чехлы,Чехол для смартфона,10780.0,High Value New Customers,Gold,10780.0,0.11699443413729127
2025-08-12,ORD947445,86253551,EEE_Pink_2728,3490,4,7955.6,1.0,2025,8,33,Tuesday,12,August,KZDOO,Чехлы,Чехол для смартфона,3490.0,New Customers,Gold,872.5,2.2795415472779372
2025-04-02,ORD842780,78884710,AAA_White_5168,11990,2,13256.5,1.0,2025,4,14,Wednesday,2,April,KZDOO,Чехлы,Чехол для смартфона,11990.0,High Value New Customers,Platinum,5995.0,1.1056296914095078
2025-02-22,ORD514709,82137556,EEE_Black_5363,5990,1,-213.19999999999985,-0.03559265442404,2025,2,8,Saturday,22,February,KEEPHONE,Чехлы,Чехол для смартфона,5990.0,At Risk,Bronze,5990.0,-0.03559265442404004
2025-04-06,ORD355361,55570580,BBB_White_3663,11100,2,11073.0,0.9975675675675676,2025,4,14,Sunday,6,April,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Risk High Value,Gold,5550.0,0.9975675675675676
2025-05-19,ORD214691,67182647,GGG_Black_4596,3100,3,5566.0,1.0,2025,5,21,Monday,19,May,KEEPHONE,Чехлы,Чехол для смартфона,3100.0,324,Gold,1033.3333333333333,1.7954838709677419
2025-07-16,ORD791342,35690160,GGG_Purple_2856,5648,2,5489.480000000001,0.97193342776204,2025,7,29,Wednesday,16,July,KZDOO,Чехлы,Чехол для смартфона,5648.0,324,Gold,2824.0,0.97193342776204
2025-05-28,ORD373258,27378295,GGG_Blue_2566,900,2,636.0,0.7066666666666667,2025,5,22,Wednesday,28,May,Robiton,Батарейки и аккумуляторы,Батарейка,900.0,Potential Loyalists,Silver,450.0,0.7066666666666667
2025-08-10,ORD756439,97750622,FFF_White_2222,6100,3,9702.0,1.0,2025,8,32,Sunday,10,August,KEEPHONE,Чехлы,Чехол для смартфона,6100.0,High Value New Customers,Gold,2033.3333333333333,1.5904918032786886
2025-02-25,ORD762006,34643765,GGG_Black_5712,6980,4,18520.0,1.0,2025,2,9,Tuesday,25,February,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,Loyal Customers,Platinum,1745.0,2.653295128939828
2025-06-11,ORD924965,26483342,HHH_Clear_4657,4980,1,633.5999999999999,0.1272289156626505,2025,6,24,Wednesday,11,June,KZDOO,Чехлы,Чехол для смартфона,4980.0,Cannot Lose Them,Silver,4980.0,0.12722891566265057
2025-08-23,ORD898572,42668897,FFF_Clear_6850,7380,3,12887.4,1.0,2025,8,34,Saturday,23,August,KZDOO,Чехлы,Чехол для смартфона,7380.0,High Value New Customers,Gold,2460.0,1.7462601626016259
2025-08-12,ORD367259,61490753,EEE_Purple_3010,1140,2,738.2,0.6475438596491229,2025,8,33,Tuesday,12,August,Renata,Батарейки и аккумуляторы,Батарейка,1140.0,New Customers,Silver,570.0,0.6475438596491229
2025-08-22,ORD564161,68149765,BBB_Purple_8018,3380,1,-215.20000000000005,-0.0636686390532544,2025,8,34,Friday,22,August,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,3380.0,New Customers,Silver,3380.0,-0.06366863905325446
2025-05-28,ORD496750,98454420,AAA_Titanium_4017,7180,3,14459.6,1.0,2025,5,22,Wednesday,28,May,KZDOO,Чехлы,Чехол для смартфона,7180.0,Cannot Lose Them,Silver,2393.3333333333335,2.013871866295265
2025-06-09,ORD652239,55570580,BBB_White_3663,11100,1,2603.0,0.2345045045045045,2025,6,24,Monday,9,June,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Risk High Value,Gold,11100.0,0.2345045045045045
2025-03-22,ORD695232,27995241,GGG_Blue_6871,2490,1,-24.799999999999955,-0.0099598393574297,2025,3,12,Saturday,22,March,KZDOO,Чехлы,Чехол для смартфона,2490.0,Loyal Customers,Platinum,2490.0,-0.0099598393574297
2025-06-02,ORD375712,68159326,HHH_Clear_5825,1240,3,1601.4,1.0,2025,6,23,Monday,2,June,REMAX,Защитные пленки и стекла,Защитное стекло,1240.0,Loyal Customers,Platinum,413.3333333333333,1.2914516129032259
2025-06-30,ORD933879,20862535,FFF_Titanium_4702,5580,1,79.0,0.0141577060931899,2025,6,27,Monday,30,June,KZDOO,Чехлы,Чехол для смартфона,5580.0,Cannot Lose Them,Silver,5580.0,0.014157706093189963
2025-02-25,ORD945337,59775520,HHH_Purple_5299,490,4,806.9000000000001,1.0,2025,2,9,Tuesday,25,February,REMAX,Защитные пленки и стекла,Защитное стекло,490.0,New Customers,Silver,122.5,1.6467346938775511
2025-09-08,ORD790490,93626225,FFF_Clear_4303,9990,3,18313.3,1.0,2025,9,37,Monday,8,September,KZDOO,Чехлы,Чехол для смартфона,9990.0,Champions,Platinum,3330.0,1.833163163163163
2025-05-29,ORD435971,63259901,CCC_White_6266,5100,4,12881.0,1.0,2025,5,22,Thursday,29,May,KZDOO,Чехлы,Чехол для наушников,5100.0,Loyal Customers,Gold,1275.0,2.525686274509804
2025-03-29,ORD418458,83149727,CCC_Purple_9600,5990,2,4686.6,0.7824040066777964,2025,3,13,Saturday,29,March,KEEPHONE,Чехлы,Чехол для смартфона,5990.0,Loyal Customers,Gold,2995.0,0.7824040066777964
2025-03-04,ORD718843,12197069,HHH_Pink_7589,6380,1,732.3999999999996,0.114796238244514,2025,3,10,Tuesday,4,March,KEEPHONE,Чехлы,Чехол для смартфона,6380.0,At Risk,Bronze,6380.0,0.11479623824451404
2025-08-23,ORD927245,44260719,HHH_Purple_8562,3790,2,3070.9,0.810263852242744,2025,8,34,Saturday,23,August,KEEPHONE,Чехлы,Чехол для смартфона,3790.0,Loyal Customers,Gold,1895.0,0.8102638522427441
2025-09-01,ORD451931,49969528,HHH_Purple_2012,2980,2,2556.0,0.8577181208053691,2025,9,36,Monday,1,September,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Silver,1490.0,0.8577181208053691
2025-04-04,ORD600317,28865428,CCC_White_6197,1900,1,-453.0,-0.2384210526315789,2025,4,14,Friday,4,April,Varta,Батарейки и аккумуляторы,Батарейка,1900.0,At Risk,Bronze,1900.0,-0.23842105263157895
2025-09-02,ORD314586,24499014,DDD_White_9097,3180,3,5593.0,1.0,2025,9,36,Tuesday,2,September,KZDOO,Чехлы,Чехол для смартфона,3180.0,New Customers,Gold,1060.0,1.7588050314465409
2025-08-01,ORD291713,44260719,HHH_Purple_8562,3790,1,593.9000000000001,0.1567018469656992,2025,8,31,Friday,1,August,KEEPHONE,Чехлы,Чехол для смартфона,3790.0,Loyal Customers,Gold,3790.0,0.15670184696569922
2025-04-12,ORD595901,38916371,GGG_Blue_9644,8200,2,6910.0,0.8426829268292683,2025,4,15,Saturday,12,April,KZDOO,Чехлы,Чехол для смартфона,8200.0,High Value New Customers,Platinum,4100.0,0.8426829268292683
2025-02-16,ORD152456,64096625,GGG_Black_5356,700,2,408.0,0.5828571428571429,2025,2,7,Sunday,16,February,Robiton,Батарейки и аккумуляторы,Батарейка,700.0,New Customers,Silver,350.0,0.5828571428571429
2025-04-06,ORD225755,87769242,GGG_Black_5293,3590,3,6219.1,1.0,2025,4,14,Sunday,6,April,K-DOO,Чехлы,Чехол для смартфона,3590.0,At Risk,Bronze,1196.6666666666667,1.7323398328690809
2025-08-07,ORD129885,31965024,BBB_Red_4612,6980,1,-37.0,-0.0053008595988538,2025,8,32,Thursday,7,August,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,Potential Loyalists,Silver,6980.0,-0.005300859598853868
2025-03-18,ORD883556,39912009,AAA_Black_7462,4990,2,5098.200000000001,1.0,2025,3,12,Tuesday,18,March,KZDOO,Чехлы,Чехол для смартфона,4990.0,Loyal Customers,Platinum,2495.0,1.021683366733467
2025-07-10,ORD965496,12001967,CCC_Pink_6619,2900,4,6701.0,1.0,2025,7,28,Thursday,10,July,KZDOO,Чехлы,Чехол для смартфона,2900.0,Potential Loyalists,Silver,725.0,2.3106896551724136
2025-05-20,ORD884475,83601675,HHH_White_5225,9180,2,9093.4,0.9905664488017428,2025,5,21,Tuesday,20,May,KZDOO,Чехлы,Чехол для смартфона,9180.0,High Value New Customers,Gold,4590.0,0.9905664488017428
2025-07-18,ORD905363,42522552,GGG_White_4936,1080,2,444.5999999999999,0.4116666666666665,2025,7,29,Friday,18,July,Robiton,Батарейки и аккумуляторы,Батарейка,1080.0,Potential Loyalists,Bronze,540.0,0.41166666666666657
2025-06-19,ORD867045,67734976,CCC_Green_5247,4980,3,9947.0,1.0,2025,6,25,Thursday,19,June,KZDOO,Чехлы,Чехол для смартфона,4980.0,Potential Loyalists,Silver,1660.0,1.9973895582329317
2025-05-22,ORD960088,22270955,CCC_Purple_4954,2980,4,7894.6,1.0,2025,5,21,Thursday,22,May,KZDOO,Чехлы,Чехол для смартфона,2980.0,Loyal Customers,Platinum,745.0,2.649194630872483
2025-08-22,ORD545372,63341383,FFF_Clear_7965,690,2,188.6,0.2733333333333334,2025,8,34,Friday,22,August,Нет бренда,Кабели и переходники,Кабель-переходник,690.0,New Customers,Silver,345.0,0.2733333333333333
2025-01-03,ORD992872,70591490,GGG_Red_8906,3500,2,3495.0,0.9985714285714286,2025,1,1,Friday,3,January,KEEPHONE,Чехлы,Чехол для смартфона,3500.0,Potential Loyalists,Silver,1750.0,0.9985714285714286
2025-01-08,ORD128083,77148972,DDD_Blue_4861,7380,4,19920.2,1.0,2025,1,2,Wednesday,8,January,KZDOO,Чехлы,Чехол для смартфона,7380.0,At Risk,Bronze,1845.0,2.6992140921409216
2025-02-26,ORD109419,28732161,DDD_Blue_4543,490,1,-293.2,-0.5983673469387755,2025,2,9,Wednesday,26,February,Robiton,Батарейки и аккумуляторы,Батарейка,490.0,At Risk,Bronze,490.0,-0.5983673469387755
2025-07-23,ORD535321,54290924,DDD_Green_9078,7180,1,-26.0,-0.0036211699164345,2025,7,30,Wednesday,23,July,KZDOO,Чехлы,Чехол для смартфона,7180.0,Loyal Customers,Platinum,7180.0,-0.0036211699164345403
2025-06-25,ORD526359,96447831,DDD_Clear_8095,6954,2,6400.92,0.9204659188955996,2025,6,26,Wednesday,25,June,KEEPHONE,Чехлы,Чехол для смартфона,6954.0,Cannot Lose Them,Gold,3477.0,0.9204659188955997
2025-04-29,ORD107012,32484702,HHH_Clear_2518,7300,2,6348.0,0.8695890410958904,2025,4,18,Tuesday,29,April,KZDOO,Чехлы,Чехол для смартфона,7300.0,Cannot Lose Them,Gold,3650.0,0.8695890410958904
2025-02-02,ORD442904,93626225,FFF_Clear_4303,9990,1,627.0,0.0627627627627627,2025,2,5,Sunday,2,February,KZDOO,Чехлы,Чехол для смартфона,9990.0,Champions,Platinum,9990.0,0.06276276276276277
2025-09-24,ORD129890,94113201,AAA_Purple_5605,6180,3,9975.8,1.0,2025,9,39,Wednesday,24,September,KZDOO,Чехлы,Чехол для смартфона,6180.0,New Customers,Silver,2060.0,1.6142071197411003
2025-08-31,ORD276472,62425327,DDD_Titanium_2708,7180,4,20788.0,1.0,2025,8,35,Sunday,31,August,KZDOO,Чехлы,Чехол для смартфона,7180.0,High Value New Customers,Gold,1795.0,2.895264623955432
2025-07-23,ORD206913,24644733,FFF_Black_3652,3477,4,8800.670000000002,1.0,2025,7,30,Wednesday,23,July,KEEPHONE,Чехлы,Чехол для смартфона,3477.0,Potential Loyalists,Silver,869.25,2.5311101524302564
2025-04-16,ORD737429,52075157,DDD_Green_8043,7180,3,14757.0,1.0,2025,4,16,Wednesday,16,April,KZDOO,Чехлы,Чехол для смартфона,7180.0,324,Gold,2393.3333333333335,2.055292479108635
2025-06-04,ORD700182,35905708,AAA_Green_8877,5500,3,8720.0,1.0,2025,6,23,Wednesday,4,June,KZDOO,Чехлы,Чехол для смартфона,5500.0,At Risk,Bronze,1833.3333333333333,1.5854545454545454
2025-02-02,ORD127861,40968458,AAA_Pink_4930,4980,3,9832.0,1.0,2025,2,5,Sunday,2,February,KZDOO,Чехлы,Чехол для смартфона,4980.0,At Risk,Bronze,1660.0,1.97429718875502
2025-05-27,ORD945492,46518137,EEE_Green_9886,1560,3,2439.6,1.0,2025,5,22,Tuesday,27,May,Robiton,Батарейки и аккумуляторы,Батарейка,1560.0,At Risk,Bronze,520.0,1.5638461538461539
2025-05-28,ORD655576,72208276,AAA_Blue_4139,5580,3,10308.4,1.0,2025,5,22,Wednesday,28,May,KZDOO,Чехлы,Чехол для смартфона,5580.0,Cannot Lose Them,Silver,1860.0,1.8473835125448028
2025-02-27,ORD123753,12743240,HHH_Titanium_6539,2490,3,4218.0,1.0,2025,2,9,Thursday,27,February,KZDOO,Чехлы,Чехол для смартфона,2490.0,At Risk,Bronze,830.0,1.693975903614458
2025-09-11,ORD715243,59197687,GGG_Blue_7759,9180,4,23261.6,1.0,2025,9,37,Thursday,11,September,KZDOO,Чехлы,Чехол для смартфона,9180.0,Loyal Customers,Platinum,2295.0,2.5339433551198254
