sku,Бренд,Категория,Тип,current_price,original_price,rating,volume_l,volume_weight_kg,vat_percent,abc_class,xyz_class,abc_xyz_class,revenue,percent_contribution,cv,strategic_recommendation,priority
CCC_Blue_6920,KEEPHONE,Чехлы,Чехол для смартфона,7580.0,11990.0,5.0,0.28,0.1,0,B,Z,BZ,7580,0.000647270027649,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_White_2543,KEEPHONE,Чехлы,Чехол для смартфона,4780.0,11990.0,5.0,0.39,0.1,0,A,Z,AZ,23900,0.0020408645990516,1.4731321540158122,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Clear_6703,KZDOO,Чехлы,Чехол для смартфона,7180.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,28720,0.0024524531918311,1.2533977489846402,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Black_7840,KEEPHONE,Чехлы,Чехол для смартфона,4780.0,11990.0,5.0,0.41,0.1,0,B,Z,BZ,9560,0.0008163458396206,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Blue_4419,K-DOO,Чехлы,Чехол для смартфона,1600.0,7900.0,4.9,0.4,0.1,0,B,Z,BZ,6400,0.0005465076750598,1.909090909090909,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Clear_7965,Нет бренда,Кабели и переходники,Кабель-переходник,690.0,0.0,0.0,0.32,0.1,0,C,Z,CZ,2070,0.0001767610761521,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
HHH_Blue_4428,KZDOO,Чехлы,Чехол для смартфона,5990.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,29950,0.0025574851356316,1.0220777158038703,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Purple_7445,KZDOO,Чехлы,Чехол для смартфона,2780.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,13900,0.0011869463567706,1.3456042834258386,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Clear_6174,KZDOO,Чехлы,Чехол для смартфона,5778.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,5778,0.0004933939603899,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_White_7899,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,0.0,0.36,0.1,0,B,Z,BZ,5580,0.0004764863791928,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Pink_4591,KZDOO,Чехлы,Чехол для смартфона,5980.0,11990.0,4.7,1.47,0.3,0,A,Z,AZ,23920,0.0020425724355362,1.7346111205814894,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Purple_7592,KZDOO,Чехлы,Чехол для смартфона,5500.0,11990.0,5.0,0.36,0.1,0,B,Z,BZ,5500,0.0004696550332545,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Green_5799,KZDOO,Чехлы,Чехол для смартфона,2700.0,11990.0,4.9,0.36,0.1,0,C,Z,CZ,2700,0.0002305579254158,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_Black_1398,K-DOO,Чехлы,Чехол для смартфона,2580.0,11990.0,4.8,0.36,0.1,0,C,Z,CZ,5160,0.000440621813017,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Pink_4187,KZDOO,Чехлы,Чехол для смартфона,5300.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,5300,0.0004525766684089,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Titanium_6208,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,2100.0,7900.0,4.8,0.03,0.1,0,C,Z,CZ,2100,0.000179322830879,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Pink_5778,KEEPHONE,Чехлы,Чехол для смартфона,7000.0,11990.0,4.9,0.38,0.1,0,A,Z,AZ,21000,0.0017932283087901,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_White_4631,KZDOO,Чехлы,Чехол для смартфона,9180.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,27540,0.0023516908392419,1.824828759089466,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Green_5342,KEEPHONE,Чехлы,Чехол для смартфона,11990.0,11990.0,4.9,0.41,0.1,0,A,Z,AZ,11990,0.0010238479724949,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Red_8375,KZDOO,Чехлы,Чехол для смартфона,3100.0,11990.0,4.8,0.36,0.1,0,C,Z,CZ,3100,0.0002647146551071,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Clear_8930,Renata,Батарейки и аккумуляторы,Батарейка,1080.0,4900.0,4.9,0.04,0.1,0,C,Z,CZ,4320,0.0003688926806654,1.5223337347638328,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_White_4316,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,0.36,0.1,0,B,Z,BZ,6980,0.0005960349331121,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Titanium_6804,KZDOO,Чехлы,Чехол для смартфона,5980.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,5980,0.000510643108884,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Green_8385,REMAX,Защитные пленки и стекла,Защитное стекло,1260.0,4900.0,5.0,0.17,0.1,0,B,Z,BZ,6300,0.000537968492637,1.2278029157808674,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Purple_2792,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,5800.0,11990.0,4.8,0.1,0.1,0,B,Z,BZ,5800,0.0004952725805229,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_White_4091,KEEPHONE,Чехлы,Чехол для смартфона,6780.0,11990.0,4.9,0.38,0.1,0,B,Z,BZ,6780,0.0005789565682665,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Purple_2971,KZDOO,Чехлы,Чехол для смартфона,3980.0,11990.0,4.7,0.36,0.1,0,C,Z,CZ,3980,0.0003398594604278,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
EEE_Black_2674,Panasonic,Батарейки и аккумуляторы,Батарейка,150.0,500.0,0.0,0.22,0.1,0,C,Z,CZ,300,2.561754726843082e-05,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_Blue_9137,KZDOO,Чехлы,Чехол для смартфона,11000.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,22000,0.0018786201330182,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Titanium_3814,KZDOO,Чехлы,Чехол для смартфона,7180.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,14360,0.0012262265959155,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Blue_8671,KZDOO,Чехлы,Чехол для смартфона,5500.0,11000.0,0.0,0.36,0.1,0,A,Z,AZ,27500,0.0023482751662728,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Pink_5172,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,11100,0.0009478492489319,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Purple_4253,KZDOO,Чехлы,Чехол для смартфона,4400.0,11990.0,4.7,0.36,0.1,0,C,Z,CZ,4400,0.0003757240266036,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
FFF_Clear_8370,KEEPHONE,Чехлы,Чехол для смартфона,2650.0,3490.0,4.9,0.48,0.1,0,C,Z,CZ,5300,0.0004525766684089,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_Clear_9962,Varta,Батарейки и аккумуляторы,Батарейка,1200.0,4900.0,4.8,0.04,0.1,0,C,Z,CZ,2400,0.0002049403781474,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Black_9644,KZDOO,Чехлы,Чехол для смартфона,5980.0,11990.0,5.0,0.36,0.1,0,B,Z,BZ,5980,0.000510643108884,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Purple_3038,KZDOO,Чехлы,Чехол для смартфона,5180.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,20720,0.0017693185980062,1.8027756377319943,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Pink_2728,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,0.36,0.1,0,A,Z,AZ,10470,0.0008940523996682,1.7320508075688772,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Green_7826,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,0.36,0.1,0,C,Z,CZ,3490,0.000298017466556,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
EEE_Purple_8672,KZDOO,Чехлы,Чехол для смартфона,11000.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,22000,0.0018786201330182,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Green_4071,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,C,Z,CZ,4990,0.0004261052028982,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_White_5701,KEEPHONE,Чехлы,Чехол для смартфона,2950.0,3990.0,5.0,0.39,0.1,0,A,Z,AZ,11800,0.0010076235258916,1.307669683062202,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Clear_5678,KZDOO,Чехлы,Чехол для смартфона,2780.0,11990.0,4.7,0.36,0.1,0,C,Z,CZ,2780,0.0002373892713541,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Blue_5856,K-DOO,Чехлы,Чехол для смартфона,1800.0,11990.0,4.8,1.22,0.2,0,C,Z,CZ,1800,0.0001537052836105,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Blue_5038,KEEPHONE,Чехлы,Чехол для смартфона,3450.0,5090.0,5.0,0.38,0.1,0,B,Z,BZ,6900,0.0005892035871739,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Red_4784,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,11990.0,0.0,0.28,0.1,0,A,Z,AZ,13960,0.0011920698662243,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Black_7791,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,B,Z,BZ,9980,0.0008522104057964,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Blue_4139,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,16740,0.0014294591375784,1.5811388300841898,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Red_5645,KZDOO,Чехлы,Чехол для смартфона,9180.0,11990.0,4.8,0.36,0.1,0,B,Z,BZ,9180,0.0007838969464139,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Purple_3275,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,B,Z,BZ,9980,0.0008522104057964,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Purple_4956,KZDOO,Чехлы,Чехол для смартфона,6180.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,6180,0.0005277214737296,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
DDD_Purple_7099,KZDOO,Чехлы,Чехол для смартфона,2580.0,11990.0,4.9,0.41,0.1,0,B,Z,BZ,7740,0.0006609327195255,1.6345871038277526,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Green_7079,KZDOO,Чехлы,Чехол для смартфона,6180.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,12360,0.0010554429474593,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Red_6375,KZDOO,Чехлы,Чехол для смартфона,6050.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,30250,0.0025831026829001,1.74928556845359,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Pink_9156,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,11100,0.0009478492489319,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_White_5438,KZDOO,Чехлы,Чехол для смартфона,2490.0,3490.0,0.0,0.36,0.1,0,C,Z,CZ,4980,0.0004252512846559,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_White_9618,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,13160,0.0011237564068418,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Titanium_3434,KZDOO,Чехлы,Чехол для смартфона,3100.0,11990.0,4.8,1.65,0.3,0,B,Z,BZ,6200,0.0005294293102142,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Purple_1694,Robiton,Батарейки и аккумуляторы,Батарейка,4900.0,11990.0,4.6,0.07,0.1,0,A,Z,AZ,14700,0.0012552598161531,1.6345871038277526,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Pink_7270,KZDOO,Чехлы,Чехол для смартфона,3500.0,11990.0,4.2,0.36,0.1,0,B,Z,BZ,7000,0.0005977427695967,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Green_6659,KZDOO,Чехлы,Чехол для смартфона,6090.0,9000.0,5.0,0.36,0.1,0,A,Z,AZ,12180,0.0010400724190982,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Titanium_7841,KZDOO,Чехлы,Чехол для смартфона,5100.0,11990.0,0.0,0.36,0.1,0,C,Z,CZ,5100,0.0004354983035633,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
BBB_Black_3665,KZDOO,Чехлы,Чехол для наушников,5430.0,11990.0,4.9,0.3,0.1,0,A,Z,AZ,10860,0.0009273552111171,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Black_5739,KZDOO,Чехлы,Чехол для смартфона,2650.0,3790.0,4.9,0.36,0.1,0,C,Z,CZ,2650,0.0002262883342044,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
DDD_Clear_6069,KZDOO,Чехлы,Чехол для смартфона,7828.0,11990.0,4.8,0.36,0.1,0,B,Z,BZ,7828,0.0006684472000575,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Green_6528,KZDOO,Чехлы,Чехол для смартфона,7180.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,14360,0.0012262265959155,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_White_4047,K-DOO,Чехлы,Чехол для смартфона,7980.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,15960,0.0013628535146805,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Clear_8095,KEEPHONE,Чехлы,Чехол для смартфона,6954.0,11990.0,0.0,0.38,0.1,0,A,Z,AZ,27816,0.0023752589827289,1.5874507866387544,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Red_3847,KZDOO,Чехлы,Чехол для смартфона,11000.0,11990.0,0.0,0.36,0.1,0,A,Z,AZ,11000,0.0009393100665091,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Green_2659,KEEPHONE,Чехлы,Чехол для смартфона,4900.0,11990.0,0.0,0.38,0.1,0,C,Z,CZ,4900,0.0004184199387177,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_Pink_2773,KEEPHONE,Чехлы,Чехол для смартфона,7074.0,11990.0,5.0,0.41,0.1,0,B,Z,BZ,7074,0.0006040617645895,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Blue_3894,KZDOO,Чехлы,Чехол для смартфона,6180.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,12360,0.0010554429474593,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Purple_4611,K-DOO,Чехлы,Чехол для смартфона,1600.0,11990.0,4.7,0.36,0.1,0,C,Z,CZ,4800,0.0004098807562948,1.5,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
FFF_Pink_6385,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,11100,0.0009478492489319,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Clear_6850,KZDOO,Чехлы,Чехол для смартфона,7380.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,22140,0.0018905749884101,1.5811388300841898,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Purple_9236,KZDOO,Чехлы,Чехол для смартфона,5500.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,16500,0.0014089650997636,1.984313483298443,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Blue_7273,Нет бренда,Чехлы,Неизвестно,5990.0,11990.0,5.0,0.36,0.1,0,B,Z,BZ,5990,0.0005114970271263,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Titanium_4026,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,11920,0.0010178705447989,1.5461646096066228,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Pink_4023,KZDOO,Чехлы,Чехол для смартфона,2490.0,2490.0,0.0,0.36,0.1,0,B,Z,BZ,7470,0.0006378769269839,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Titanium_8586,KZDOO,Чехлы,Чехол для смартфона,3380.0,11990.0,5.0,0.4,0.1,0,C,Z,CZ,3380,0.0002886243658909,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
FFF_Purple_3751,Robiton,Батарейки и аккумуляторы,Батарейка,1020.0,4900.0,4.9,0.01,0.1,0,C,Z,CZ,3060,0.0002612989821379,1.5452362609131385,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Pink_4994,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,B,Z,BZ,9980,0.0008522104057964,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Green_4909,REMAX,Защитные пленки и стекла,Защитное стекло,1180.0,4900.0,5.0,0.17,0.1,0,C,Z,CZ,1180,0.0001007623525891,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
FFF_Titanium_4702,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,16740,0.0014294591375784,1.984313483298443,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Purple_3766,KZDOO,Чехлы,Чехол для смартфона,5990.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,5990,0.0005114970271263,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Black_2283,KZDOO,Чехлы,Чехол для смартфона,5500.0,11000.0,0.0,0.36,0.1,0,B,Z,BZ,5500,0.0004696550332545,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Green_2022,KZDOO,Чехлы,Чехол для смартфона,2100.0,7900.0,4.9,0.36,0.1,0,B,Z,BZ,6300,0.000537968492637,1.7286645857424163,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Purple_7128,KZDOO,Чехлы,Чехол для смартфона,7180.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,14360,0.0012262265959155,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Black_4644,KEEPHONE,Чехлы,Чехол для смартфона,5100.0,11990.0,0.0,0.48,0.1,0,C,Z,CZ,5100,0.0004354983035633,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
HHH_Green_5116,KEEPHONE,Чехлы,Чехол для смартфона,4780.0,11990.0,5.0,0.41,0.1,0,B,Z,BZ,9560,0.0008163458396206,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
DDD_Pink_4683,KZDOO,Чехлы,Чехол для смартфона,6000.0,11000.0,0.0,0.36,0.1,0,A,Z,AZ,12000,0.0010247018907372,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Blue_3878,KZDOO,Чехлы,Чехол для смартфона,3380.0,11990.0,4.1,0.36,0.1,0,B,Z,BZ,10140,0.0008658730976729,1.6345871038277526,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Green_9087,KEEPHONE,Чехлы,Чехол для смартфона,5700.0,11990.0,0.0,0.38,0.1,0,B,Z,BZ,5700,0.0004867333981001,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Black_9818,KZDOO,Чехлы,Чехол для смартфона,2880.0,11990.0,4.8,0.36,0.1,0,C,Z,CZ,2880,0.0002459284537769,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
HHH_Red_7905,KZDOO,Чехлы,Чехол для смартфона,6000.0,11000.0,0.0,0.36,0.1,0,A,Z,AZ,18000,0.0015370528361058,1.7286645857424163,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Pink_2708,Нет бренда,Чехлы,Чехол для смартфона,1000.0,1900.0,5.0,0.08,0.1,0,C,Z,CZ,2000,0.0001707836484562,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
HHH_Clear_7934,K-DOO,Чехлы,Чехол для смартфона,7380.0,11990.0,4.5,0.36,0.1,0,B,Z,BZ,7380,0.0006301916628033,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
DDD_Blue_4643,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,1.32,0.3,0,B,Z,BZ,6980,0.0005960349331121,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Pink_6473,KZDOO,Чехлы,Чехол для смартфона,5380.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,16140,0.0013782240430415,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Titanium_2399,KZDOO,Чехлы,Чехол для смартфона,5300.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,5300,0.0004525766684089,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Purple_3401,KEEPHONE,Чехлы,Чехол для смартфона,7990.0,11990.0,4.9,0.41,0.1,0,B,Z,BZ,7990,0.0006822806755825,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Clear_1709,KEEPHONE,Чехлы,Чехол для смартфона,1950.0,2990.0,4.9,0.36,0.1,0,C,Z,CZ,1950,0.0001665140572448,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Red_8906,KEEPHONE,Чехлы,Чехол для смартфона,3500.0,5290.0,4.8,0.38,0.1,0,B,Z,BZ,7000,0.0005977427695967,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Clear_1569,KZDOO,Чехлы,Чехол для смартфона,6180.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,6180,0.0005277214737296,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Green_3427,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,11990.0,11990.0,5.0,0.43,0.2,0,A,Z,AZ,11990,0.0010238479724949,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Pink_7833,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.5,0.36,0.1,0,C,Z,CZ,2980,0.0002544676361997,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Pink_8696,KEEPHONE,Чехлы,Чехол для смартфона,5980.0,11990.0,4.9,0.28,0.1,0,B,Z,BZ,5980,0.000510643108884,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Green_9000,KEEPHONE,Чехлы,Чехол для смартфона,4700.0,11990.0,3.2,0.4,0.1,0,B,Z,BZ,9400,0.0008026831477441,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Red_5637,KEEPHONE,Чехлы,Чехол для смартфона,2890.0,3490.0,5.0,0.28,0.1,0,B,Z,BZ,5780,0.0004935647440384,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Titanium_3323,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,22200,0.0018956984978638,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Blue_2952,KZDOO,Чехлы,Чехол для смартфона,1550.0,2490.0,4.9,0.36,0.1,0,C,Z,CZ,1550,0.0001323573275535,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
HHH_Purple_1747,KZDOO,Чехлы,Чехол для смартфона,4180.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,12540,0.0010708134758204,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Pink_9489,KZDOO,Чехлы,Чехол для смартфона,4980.0,11990.0,4.2,0.36,0.1,0,B,Z,BZ,9960,0.0008505025693119,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Titanium_9741,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.8,0.36,0.1,0,B,Z,BZ,5580,0.0004764863791928,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
DDD_Purple_9858,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,11990.0,0.0,0.28,0.1,0,A,Z,AZ,13960,0.0011920698662243,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Blue_2694,KEEPHONE,Чехлы,Чехол для смартфона,2690.0,4750.0,0.0,0.28,0.1,0,B,Z,BZ,5380,0.0004594080143471,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Clear_3563,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.8,0.36,0.1,0,C,Z,CZ,2980,0.0002544676361997,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Green_3835,KZDOO,Чехлы,Чехол для смартфона,6000.0,11000.0,0.0,0.36,0.1,0,A,Z,AZ,12000,0.0010247018907372,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_White_3695,KZDOO,Чехлы,Чехол для смартфона,4980.0,11990.0,4.2,0.36,0.1,0,C,Z,CZ,4980,0.0004252512846559,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_Green_9915,Robiton,Батарейки и аккумуляторы,Батарейка,980.0,4900.0,4.9,0.01,0.1,0,C,Z,CZ,1960,0.000167367975487,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
