Номер отправления,Статус отправления,Ozon ID,Артикул товара,Итоговая стоимость,Количество товаров в отправлении,Скидка %,Акции,Регион доставки,Способ доставки,Сумма отправления,"Скидка, руб.",Вознаграждение %,"Вознаграждение, руб.",Стоимость доставки,К выплате,Склад отгрузки,Дата логистической операции,date,discount_rub,commission_rub,payout,sku,customer_id,order_id,revenue,quantity,discount_percent,shipment_amount,commission_percent,delivery_cost,estimated_cost,profit,margin,Артикул,Ozon Product ID,SKU,Barcode,Контент-рейтинг,Бренд,Метки,Отзывы,Рейтинг,Категория,Тип,"Объем товара, л","Объемный вес, кг","Доступно к продаже по схеме FBO, шт.","Зарезервировано, шт","Доступно к продаже по схеме FBS, шт.","Доступно к продаже по схеме realFBS, шт.","Зарезервировано на моих складах, шт","Текущая цена с учетом скидки, ₽","Цена до скидки (перечеркнутая цена), ₽","Цена Premium, ₽","Размер НДС, %",rating,volume_l,volume_weight_kg,vat_percent,current_price,original_price,has_discount,discount_size
ORD747248,Отменен,37857061,AAA_Black_9470,2900,4,5,Новогодняя распродажа,к. Елец,Постамат,11600,145,10,1160,388,9907,Склад 1,10.03.2025,2025-03-10,145.0,1160.0,9907.0,AAA_Black_9470,37857061,ORD747248,2900,4,5,11600,10,388,1740.0,7967.0,1.0,AAA_Black_9470,37857061,380567032,"3,27868E+12",'70,KZDOO,,44,'4.70,Чехлы,Чехол для смартфона,'1.52,'0.3,8,2,10,0,0,2900.0,11990.0,,0%,4.7,1.52,0.3,0,2900.0,11990.0,True,0.7581317764804003
ORD457094,Доставлен,70591490,GGG_Red_8906,3500,2,15,Нет,с. Нижнеудинск,ПВЗ,7000,525,11,770,164,5541,Склад 2,23.07.2025,2025-07-23,525.0,770.0,5541.0,GGG_Red_8906,70591490,ORD457094,3500,2,15,7000,11,164,2100.0,3341.0,0.9545714285714286,GGG_Red_8906,70591490,583041496,RND816905756,'70,KEEPHONE,,12,'4.80,Чехлы,Чехол для смартфона,'0.38,'0.1,0,0,0,0,0,3500.0,5290.0,,0%,4.8,0.38,0.1,0,3500.0,5290.0,True,0.3383742911153119
ORD592886,В пути,63259901,CCC_White_6266,5100,1,5,Нет,ст. Ярославль,Курьер,5100,255,15,765,353,3727,Склад 3,20.04.2025,2025-04-20,255.0,765.0,3727.0,CCC_White_6266,63259901,ORD592886,5100,1,5,5100,15,353,3060.0,617.0,0.12098039215686275,CCC_White_6266,63259901,321085775,"1,31476E+12",'70,KZDOO,,7,'4.90,Чехлы,Чехол для наушников,'0.30,'0.1,9,0,10,0,0,5100.0,11990.0,,0%,4.9,0.3,0.1,0,5100.0,11990.0,True,0.5746455379482902
ORD414614,В пути,69561939,BBB_Clear_1569,6180,2,0,Новогодняя распродажа,к. Катайск,Курьер,12360,0,10,1236,120,11004,Склад 1,15.01.2025,2025-01-15,0.0,1236.0,11004.0,BBB_Clear_1569,69561939,ORD414614,6180,2,0,12360,10,120,3708.0,7196.0,1.0,BBB_Clear_1569,69561939,650375732,RND442615526,'70,KZDOO,,39,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,10,0,1,6180.0,11990.0,,0%,4.7,0.36,0.1,0,6180.0,11990.0,True,0.4845704753961635
ORD836798,В пути,99198177,AAA_Green_5033,7300,2,0,Черная пятница,с. Апатиты,Курьер,14600,0,13,1898,217,12485,Склад 1,02.05.2025,2025-05-02,0.0,1898.0,12485.0,AAA_Green_5033,99198177,ORD836798,7300,2,0,14600,13,217,4380.0,8005.0,1.0,AAA_Green_5033,99198177,413883953,"1,69681E+12",'77.5,KZDOO,,3,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,7300.0,11990.0,,0%,5.0,0.36,0.1,0,7300.0,11990.0,True,0.39115929941618016
ORD989434,Отменен,91669332,FFF_Green_3427,11990,2,5,Нет,с. Новый Оскол,ПВЗ,23980,"599,5",13,"3117,4",468,"19795,1",Склад 3,03.04.2025,2025-04-03,599.5,3117.4,19795.1,FFF_Green_3427,91669332,ORD989434,11990,2,5,23980,13,468,7194.0,12501.099999999999,1.0,FFF_Green_3427,91669332,950639470,"6,30427E+12",'70,Robiton,,5,'5.00,Батарейки и аккумуляторы,Аккумуляторная батарейка,'0.43,'0.2,0,0,0,0,0,11990.0,11990.0,,0%,5.0,0.43,0.2,0,11990.0,11990.0,False,0.0
ORD653570,В пути,74517804,GGG_Blue_2602,250,1,10,Нет,с. Лесной (Сверд.),Курьер,250,25,17,"42,5",168,"14,5",Склад 1,12.01.2025,2025-01-12,25.0,42.5,14.5,GGG_Blue_2602,74517804,ORD653570,250,1,10,250,17,168,150.0,-185.5,-0.742,GGG_Blue_2602,74517804,175018521,"1,42272E+12",'72.5,Panasonic,,1149,'0.00,Батарейки и аккумуляторы,Батарейка,'0.03,'0.1,0,0,0,0,0,250.0,900.0,,0%,0.0,0.03,0.1,0,250.0,900.0,True,0.7222222222222222
ORD143693,Доставлен,22172016,BBB_White_7075,6200,3,20,Черная пятница,клх Хужир,Курьер,18600,1240,10,1860,126,15374,Склад 1,17.06.2025,2025-06-17,1240.0,1860.0,15374.0,BBB_White_7075,22172016,ORD143693,6200,3,20,18600,10,126,3720.0,11504.0,1.0,BBB_White_7075,22172016,365489455,"8,33468E+12",'77.5,K-DOO,,41,'4.90,Чехлы,Чехол для смартфона,'0.27,'0.1,5,0,0,0,0,6200.0,11990.0,,0%,4.9,0.27,0.1,0,6200.0,11990.0,True,0.4829024186822352
ORD659679,Доставлен,18140841,EEE_Pink_1003,4980,1,15,Новогодняя распродажа,к. Дербент,Курьер,4980,747,14,"697,2",277,"3258,8",Склад 3,02.05.2025,2025-05-02,747.0,697.2,3258.8,EEE_Pink_1003,18140841,ORD659679,4980,1,15,4980,14,277,2988.0,220.80000000000018,0.044337349397590396,EEE_Pink_1003,18140841,928834342,RND268457512,'45,KZDOO,,27,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,0,0,0,4980.0,11990.0,,0%,4.7,0.36,0.1,0,4980.0,11990.0,True,0.5846538782318599
ORD406973,Отменен,99733880,HHH_Pink_7833,2980,2,15,Нет,с. Ессентуки,Постамат,5960,447,15,894,440,4179,Склад 3,08.03.2025,2025-03-08,447.0,894.0,4179.0,HHH_Pink_7833,99733880,ORD406973,2980,2,15,5960,15,440,1788.0,2291.0,0.7687919463087248,HHH_Pink_7833,99733880,618948082,RND103397865,'82.5,KZDOO,,4,'4.50,Чехлы,Чехол для смартфона,'0.36,'0.1,13,0,10,0,0,2980.0,11990.0,,0%,4.5,0.36,0.1,0,2980.0,11990.0,True,0.7514595496246872
ORD755039,Отменен,95405398,GGG_Green_2022,2100,1,15,Черная пятница,ст. Сосьва (Хант.),ПВЗ,2100,315,16,336,130,1319,Склад 2,03.08.2025,2025-08-03,315.0,336.0,1319.0,GGG_Green_2022,95405398,ORD755039,2100,1,15,2100,16,130,1260.0,9.0,0.004285714285714286,GGG_Green_2022,95405398,437463218,RND579485519,'52.5,KZDOO,,33,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,2100.0,7900.0,,0%,4.9,0.36,0.1,0,2100.0,7900.0,True,0.7341772151898734
ORD893705,В пути,81808188,CCC_Pink_8696,5980,4,0,Черная пятница,п. Приморско-Ахтарск,Постамат,23920,0,14,"3348,8",242,"20329,2",Склад 3,17.02.2025,2025-02-17,0.0,3348.8,20329.2,CCC_Pink_8696,81808188,ORD893705,5980,4,0,23920,14,242,3588.0,16541.2,1.0,CCC_Pink_8696,81808188,459431350,RND848361469,'77.5,KEEPHONE,,1,'4.90,Чехлы,Чехол для смартфона,'0.28,'0.1,1,0,0,0,0,5980.0,11990.0,,0%,4.9,0.28,0.1,0,5980.0,11990.0,True,0.5012510425354462
ORD214808,Отменен,13544308,BBB_Titanium_5322,10880,3,15,Нет,ст. Алексин,Постамат,32640,1632,13,"4243,2",459,"26305,8",Склад 3,06.01.2025,2025-01-06,1632.0,4243.2,26305.8,BBB_Titanium_5322,13544308,ORD214808,10880,3,15,32640,13,459,6528.0,19627.8,1.0,BBB_Titanium_5322,13544308,532980746,"3,18066E+12",'65,KZDOO,,8,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,5,0,0,0,0,10880.0,11990.0,,0%,4.8,0.36,0.1,0,10880.0,11990.0,True,0.09257714762301918
ORD262034,Доставлен,16225379,AAA_Purple_1560,6190,1,20,Новогодняя распродажа,с. Адлер,ПВЗ,6190,1238,16,"990,4",147,"3814,6",Склад 1,23.04.2025,2025-04-23,1238.0,990.4,3814.6,AAA_Purple_1560,16225379,ORD262034,6190,1,20,6190,16,147,3714.0,50.59999999999991,0.008174474959612264,AAA_Purple_1560,16225379,195258473,"4,36329E+12",'70,KEEPHONE,,4,'4.80,Чехлы,Чехол для смартфона,'0.41,'0.1,0,0,0,0,0,6190.0,8990.0,,0%,4.8,0.41,0.1,0,6190.0,8990.0,True,0.3114571746384872
ORD473938,В пути,42123172,AAA_White_3643,2050,4,20,Нет,с. Лазаревское,Постамат,8200,410,18,1476,224,6090,Склад 3,21.02.2025,2025-02-21,410.0,1476.0,6090.0,AAA_White_3643,42123172,ORD473938,2050,4,20,8200,18,224,1230.0,4660.0,1.0,AAA_White_3643,42123172,396277986,"7,62554E+12",'72.5,KEEPHONE,,20,'5.00,Чехлы,Чехол для смартфона,'0.40,'0.1,0,0,0,0,0,2050.0,2990.0,,0%,5.0,0.4,0.1,0,2050.0,2990.0,True,0.31438127090301005
ORD573969,Доставлен,57412404,FFF_Green_9000,4700,3,5,Черная пятница,п. Карачаевск,Курьер,14100,235,16,2256,411,11198,Склад 1,31.07.2025,2025-07-31,235.0,2256.0,11198.0,FFF_Green_9000,57412404,ORD573969,4700,3,5,14100,16,411,2820.0,8228.0,1.0,FFF_Green_9000,57412404,195926690,RND827303074,'77.5,KEEPHONE,,24,'3.20,Чехлы,Чехол для смартфона,'0.40,'0.1,1,0,0,0,0,4700.0,11990.0,,0%,3.2,0.4,0.1,0,4700.0,11990.0,True,0.6080066722268557
ORD337708,В пути,36508832,HHH_Red_5637,2890,4,0,Нет,с. Магадан,Курьер,11560,0,19,"2196,4",317,"9046,6",Склад 3,22.09.2025,2025-09-22,0.0,2196.4,9046.6,HHH_Red_5637,36508832,ORD337708,2890,4,0,11560,19,317,1734.0,7112.6,1.0,HHH_Red_5637,36508832,144757062,RND185436873,'77.5,KEEPHONE,,2,'5.00,Чехлы,Чехол для смартфона,'0.28,'0.1,0,0,0,0,0,2890.0,3490.0,,0%,5.0,0.28,0.1,0,2890.0,3490.0,True,0.17191977077363896
ORD650505,Отменен,96348851,FFF_Titanium_3323,11100,3,20,Новогодняя распродажа,п. Городовиковск,Курьер,33300,2220,17,5661,432,24987,Склад 3,16.08.2025,2025-08-16,2220.0,5661.0,24987.0,FFF_Titanium_3323,96348851,ORD650505,11100,3,20,33300,17,432,6660.0,18177.0,1.0,FFF_Titanium_3323,96348851,653359667,RND535321529,'70,KZDOO,,4,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,20,0,0,11100.0,11990.0,,0%,5.0,0.36,0.1,0,11100.0,11990.0,True,0.07422852376980818
ORD248484,В пути,11575539,HHH_Blue_8671,5500,1,10,Черная пятница,клх Сузун,Курьер,5500,550,17,935,144,3871,Склад 2,21.08.2025,2025-08-21,550.0,935.0,3871.0,HHH_Blue_8671,11575539,ORD248484,5500,1,10,5500,17,144,3300.0,521.0,0.09472727272727273,HHH_Blue_8671,11575539,676392698,RND512937808,'35,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,5500.0,11000.0,,0%,0.0,0.36,0.1,0,5500.0,11000.0,True,0.5
ORD536821,В пути,78585756,AAA_Titanium_1682,6580,4,0,Новогодняя распродажа,ст. Завьялиха,ПВЗ,26320,0,11,"2895,2",468,"22956,8",Склад 3,03.02.2025,2025-02-03,0.0,2895.2,22956.8,AAA_Titanium_1682,78585756,ORD536821,6580,4,0,26320,11,468,3948.0,18808.8,1.0,AAA_Titanium_1682,78585756,418289755,RND279719234,'82.5,KZDOO,,1,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,10,0,0,6580.0,11990.0,,0%,4.6,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD143602,Доставлен,85674888,AAA_Blue_2952,1550,2,0,Нет,г. Нязепетровск,Постамат,3100,0,14,434,473,2193,Склад 3,28.06.2025,2025-06-28,0.0,434.0,2193.0,AAA_Blue_2952,85674888,ORD143602,1550,2,0,3100,14,473,930.0,1163.0,0.7503225806451613,AAA_Blue_2952,85674888,201341010,"6,02628E+12",'77.5,KZDOO,,2,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,1550.0,2490.0,,0%,4.9,0.36,0.1,0,1550.0,2490.0,True,0.37751004016064255
ORD961131,Доставлен,56604839,GGG_Titanium_3952,3490,4,20,Нет,с. Сеймчан,Постамат,13960,698,14,"1954,4",162,"11145,6",Склад 1,30.01.2025,2025-01-30,698.0,1954.4,11145.6,GGG_Titanium_3952,56604839,ORD961131,3490,4,20,13960,14,162,2094.0,8851.6,1.0,GGG_Titanium_3952,56604839,883054570,"2,94221E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,3490.0,3490.0,,0%,0.0,0.36,0.1,0,3490.0,3490.0,False,0.0
ORD483286,В пути,67732421,HHH_Black_7854,7300,3,10,Новогодняя распродажа,клх Сковородино,Курьер,21900,730,12,2628,113,18429,Склад 1,21.03.2025,2025-03-21,730.0,2628.0,18429.0,HHH_Black_7854,67732421,ORD483286,7300,3,10,21900,12,113,4380.0,13899.0,1.0,HHH_Black_7854,67732421,631061423,"2,54681E+12",'45,K-DOO,,7,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,10,0,0,7300.0,11990.0,,0%,4.7,0.36,0.1,0,7300.0,11990.0,True,0.39115929941618016
ORD460334,Отменен,52059480,BBB_Titanium_4146,4990,1,5,Нет,ст. Мыс Шмидта,Курьер,4990,"249,5",15,"748,5",495,3497,Склад 2,30.04.2025,2025-04-30,249.5,748.5,3497.0,BBB_Titanium_4146,52059480,ORD460334,4990,1,5,4990,15,495,2994.0,453.0,0.0907815631262525,BBB_Titanium_4146,52059480,463428374,"5,6639E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,4990.0,4990.0,,0%,0.0,0.36,0.1,0,4990.0,4990.0,False,0.0
ORD661223,Отменен,26878119,HHH_Purple_1747,4180,3,20,Новогодняя распродажа,п. Избербаш,Постамат,12540,836,12,"1504,8",292,"9907,2",Склад 3,18.06.2025,2025-06-18,836.0,1504.8,9907.2,HHH_Purple_1747,26878119,ORD661223,4180,3,20,12540,12,292,2508.0,7249.200000000001,1.0,HHH_Purple_1747,26878119,545200292,RND604609005,'77.5,KZDOO,,51,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,4,0,0,4180.0,11990.0,,0%,4.9,0.36,0.1,0,4180.0,11990.0,True,0.6513761467889908
ORD500781,Доставлен,79490292,AAA_Black_3015,3490,4,10,Нет,ст. Вязьма,ПВЗ,13960,349,16,"2233,6",328,"11049,4",Склад 1,23.06.2025,2025-06-23,349.0,2233.6,11049.4,AAA_Black_3015,79490292,ORD500781,3490,4,10,13960,16,328,2094.0,8755.4,1.0,AAA_Black_3015,79490292,903937658,"2,80684E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,3490.0,3490.0,,0%,0.0,0.36,0.1,0,3490.0,3490.0,False,0.0
ORD512332,Отменен,98761418,FFF_White_2354,3380,4,0,Новогодняя распродажа,п. Клин,Постамат,13520,0,14,"1892,8",346,"11281,2",Склад 3,10.06.2025,2025-06-10,0.0,1892.8,11281.2,FFF_White_2354,98761418,ORD512332,3380,4,0,13520,14,346,2028.0,9053.2,1.0,FFF_White_2354,98761418,550370025,RND867158924,'77.5,KZDOO,,0,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,5,0,0,3380.0,11990.0,,0%,4.9,0.36,0.1,0,3380.0,11990.0,True,0.7180984153461217
ORD257340,Доставлен,51575941,DDD_Purple_5314,3380,2,10,Новогодняя распродажа,ст. Данков,Курьер,6760,338,14,"946,4",415,"5060,6",Склад 2,18.09.2025,2025-09-18,338.0,946.4,5060.6,DDD_Purple_5314,51575941,ORD257340,3380,2,10,6760,14,415,2028.0,2932.6000000000004,0.8676331360946746,DDD_Purple_5314,51575941,903682934,"4,79671E+12",'70,KZDOO,,12,'4.10,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,3380.0,11990.0,,0%,4.1,0.36,0.1,0,3380.0,11990.0,True,0.7180984153461217
ORD115465,Отменен,28202461,GGG_Pink_9489,4980,1,0,Черная пятница,д. Печенга,Курьер,4980,0,19,"946,2",424,"3609,8",Склад 1,28.08.2025,2025-08-28,0.0,946.2,3609.8,GGG_Pink_9489,28202461,ORD115465,4980,1,0,4980,19,424,2988.0,571.8000000000002,0.11481927710843377,GGG_Pink_9489,28202461,684761068,RND420397850,'70,KZDOO,,1,'4.20,Чехлы,Чехол для смартфона,'0.36,'0.1,3,0,0,0,0,4980.0,11990.0,,0%,4.2,0.36,0.1,0,4980.0,11990.0,True,0.5846538782318599
ORD402896,В пути,44901759,GGG_Titanium_1488,3500,1,20,Черная пятница,д. Тырныауз,ПВЗ,3500,700,13,455,177,2168,Склад 1,31.05.2025,2025-05-31,700.0,455.0,2168.0,GGG_Titanium_1488,44901759,ORD402896,3500,1,20,3500,13,177,2100.0,18.0,0.005142857142857143,GGG_Titanium_1488,44901759,698233640,"5,97108E+12",'70,KZDOO,,2,'4.80,Чехлы,Чехол для смартфона,'2.20,'0.4,4,0,0,0,0,3500.0,11990.0,,0%,4.8,2.2,0.4,0,3500.0,11990.0,True,0.7080900750625522
ORD133097,Доставлен,24148272,AAA_Pink_9594,3490,4,20,Новогодняя распродажа,к. Великие Луки,Постамат,13960,698,13,"1814,8",194,"11253,2",Склад 2,08.08.2025,2025-08-08,698.0,1814.8,11253.2,AAA_Pink_9594,24148272,ORD133097,3490,4,20,13960,13,194,2094.0,8959.2,1.0,AAA_Pink_9594,24148272,889512068,RND189491475,'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'1.32,'0.3,0,0,10,0,0,3490.0,3490.0,,0%,0.0,1.32,0.3,0,3490.0,3490.0,False,0.0
ORD398986,Доставлен,55426923,AAA_Red_9393,7828,1,15,Нет,ст. Адыгейск,ПВЗ,7828,"1174,2",13,"1017,64",450,"5186,16",Склад 3,17.01.2025,2025-01-17,1174.2,1017.64,5186.16,AAA_Red_9393,55426923,ORD398986,7828,1,15,7828,13,450,4696.8,439.3599999999997,0.05612672457843634,AAA_Red_9393,55426923,816043137,RND558647774,'77.5,K-DOO,,12,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,8,0,0,0,0,7828.0,11990.0,,0%,4.7,0.36,0.1,0,7828.0,11990.0,True,0.34712260216847374
ORD136342,В пути,93363944,DDD_Blue_6449,580,2,15,Нет,г. Тосно,ПВЗ,1160,87,18,"208,8",427,"437,2",Склад 1,02.07.2025,2025-07-02,87.0,208.8,437.2,DDD_Blue_6449,93363944,ORD136342,580,2,15,1160,18,427,348.0,-10.800000000000011,-0.018620689655172433,DDD_Blue_6449,93363944,740626746,"8,90477E+12",'70,Robiton,,32,'4.90,Батарейки и аккумуляторы,Батарейка,'0.01,'0.1,2,0,0,0,0,580.0,2900.0,,0%,4.9,0.01,0.1,0,580.0,2900.0,True,0.8
ORD575924,Доставлен,10769708,CCC_Titanium_9741,5580,3,15,Нет,ст. Переславль-Залесский,Курьер,16740,837,14,"2343,6",347,"13212,4",Склад 1,10.06.2025,2025-06-10,837.0,2343.6,13212.4,CCC_Titanium_9741,10769708,ORD575924,5580,3,15,16740,14,347,3348.0,9714.4,1.0,CCC_Titanium_9741,10769708,707223885,"6,50963E+12",'52.5,KZDOO,,17,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,10,0,0,5580.0,11990.0,,0%,4.8,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
ORD169281,Отменен,26878119,HHH_Purple_1747,4180,1,20,Новогодняя распродажа,клх Калининград,Постамат,4180,836,16,"668,8",497,"2178,2",Склад 2,05.06.2025,2025-06-05,836.0,668.8,2178.2,HHH_Purple_1747,26878119,ORD169281,4180,1,20,4180,16,497,2508.0,-379.8000000000002,-0.0908612440191388,HHH_Purple_1747,26878119,545200292,RND604609005,'77.5,KZDOO,,51,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,4,0,0,4180.0,11990.0,,0%,4.9,0.36,0.1,0,4180.0,11990.0,True,0.6513761467889908
ORD464110,Отменен,15752189,HHH_Pink_7554,5100,4,5,Новогодняя распродажа,к. Кимры,Курьер,20400,255,11,2244,394,17507,Склад 2,08.04.2025,2025-04-08,255.0,2244.0,17507.0,HHH_Pink_7554,15752189,ORD464110,5100,4,5,20400,11,394,3060.0,14247.0,1.0,HHH_Pink_7554,15752189,835545947,RND992495291,'70,KZDOO,,2,'4.90,Чехлы,Чехол для наушников,'0.30,'0.1,2,0,10,0,0,5100.0,11990.0,,0%,4.9,0.3,0.1,0,5100.0,11990.0,True,0.5746455379482902
ORD277300,Доставлен,51575941,DDD_Purple_5314,3380,3,20,Новогодняя распродажа,клх Салават,Постамат,10140,676,15,1521,186,7757,Склад 2,22.08.2025,2025-08-22,676.0,1521.0,7757.0,DDD_Purple_5314,51575941,ORD277300,3380,3,20,10140,15,186,2028.0,5579.0,1.0,DDD_Purple_5314,51575941,903682934,"4,79671E+12",'70,KZDOO,,12,'4.10,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,3380.0,11990.0,,0%,4.1,0.36,0.1,0,3380.0,11990.0,True,0.7180984153461217
ORD593065,Отменен,57461608,AAA_White_5001,3500,3,10,Новогодняя распродажа,ст. Мценск,Курьер,10500,350,12,1260,438,8452,Склад 3,15.02.2025,2025-02-15,350.0,1260.0,8452.0,AAA_White_5001,57461608,ORD593065,3500,3,10,10500,12,438,2100.0,6202.0,1.0,AAA_White_5001,57461608,617825951,RND634008075,'70,KZDOO,,4,'4.20,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,0,0,0,3500.0,11990.0,,0%,4.2,0.36,0.1,0,3500.0,11990.0,True,0.7080900750625522
ORD607747,Доставлен,66519859,GGG_Purple_1694,4900,2,20,Черная пятница,ст. Бавлы,Курьер,9800,980,17,1666,265,6889,Склад 3,02.02.2025,2025-02-02,980.0,1666.0,6889.0,GGG_Purple_1694,66519859,ORD607747,4900,2,20,9800,17,265,2940.0,3849.0,0.7855102040816326,GGG_Purple_1694,66519859,276576738,RND621693278,'70,Robiton,,3,'4.60,Батарейки и аккумуляторы,Батарейка,'0.07,'0.1,0,0,499,0,0,4900.0,11990.0,,0%,4.6,0.07,0.1,0,4900.0,11990.0,True,0.591326105087573
ORD958081,В пути,58295345,GGG_Clear_8444,4700,4,20,Новогодняя распродажа,с. Южноуральск,Постамат,18800,940,18,3384,114,14362,Склад 3,15.09.2025,2025-09-15,940.0,3384.0,14362.0,GGG_Clear_8444,58295345,ORD958081,4700,4,20,18800,18,114,2820.0,11342.0,1.0,GGG_Clear_8444,58295345,872530310,"1,95012E+12",'70,KZDOO,,3,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,10,0,0,4700.0,11990.0,,0%,4.8,0.36,0.1,0,4700.0,11990.0,True,0.6080066722268557
ORD628152,Доставлен,72536399,HHH_Titanium_2358,1600,1,0,Нет,с. Курган,Постамат,1600,0,17,272,228,1100,Склад 2,10.04.2025,2025-04-10,0.0,272.0,1100.0,HHH_Titanium_2358,72536399,ORD628152,1600,1,0,1600,17,228,960.0,90.0,0.05625,HHH_Titanium_2358,72536399,537033504,"3,52767E+12",'100,K-DOO,,285,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,5,0,0,1600.0,11990.0,,0%,4.8,0.36,0.1,0,1600.0,11990.0,True,0.8665554628857381
ORD480021,В пути,29400855,HHH_White_3901,6580,4,0,Черная пятница,клх Кисловодск,Курьер,26320,0,17,"4474,4",405,"21440,6",Склад 1,11.02.2025,2025-02-11,0.0,4474.4,21440.6,HHH_White_3901,29400855,ORD480021,6580,4,0,26320,17,405,3948.0,17292.6,1.0,HHH_White_3901,29400855,771722748,RND346317949,'77.5,KZDOO,,1,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,10,0,0,6580.0,11990.0,,0%,4.6,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD711833,Отменен,70540068,HHH_Green_5116,4780,3,0,Нет,г. Кош-Агач,Постамат,14340,0,15,2151,484,11705,Склад 3,12.03.2025,2025-03-12,0.0,2151.0,11705.0,HHH_Green_5116,70540068,ORD711833,4780,3,0,14340,15,484,2868.0,8687.0,1.0,HHH_Green_5116,70540068,312582992,RND641237309,'45,KEEPHONE,,2,'5.00,Чехлы,Чехол для смартфона,'0.41,'0.1,1,0,2,0,0,4780.0,11990.0,,0%,5.0,0.41,0.1,0,4780.0,11990.0,True,0.6013344453711427
ORD809952,В пути,34643765,GGG_Black_5712,6980,4,20,Новогодняя распродажа,с. Невинномысск,Курьер,27920,1396,17,"4746,4",210,"21567,6",Склад 2,11.05.2025,2025-05-11,1396.0,4746.4,21567.6,GGG_Black_5712,34643765,ORD809952,6980,4,20,27920,17,210,4188.0,17179.6,1.0,GGG_Black_5712,34643765,583832750,RND865430176,'70,KEEPHONE,,5,'5.00,Чехлы,Чехол для смартфона,'0.39,'0.1,1,0,0,0,0,6980.0,11990.0,,0%,5.0,0.39,0.1,0,6980.0,11990.0,True,0.4178482068390325
ORD772209,Отменен,96001367,AAA_Purple_5672,6580,1,5,Черная пятница,г. Шамары,Постамат,6580,329,14,"921,2",198,"5131,8",Склад 3,29.06.2025,2025-06-29,329.0,921.2,5131.8,AAA_Purple_5672,96001367,ORD772209,6580,1,5,6580,14,198,3948.0,1133.8000000000002,0.17231003039513682,AAA_Purple_5672,96001367,733538957,RND626185491,'82.5,KZDOO,,8,'4.50,Чехлы,Чехол для смартфона,'0.36,'0.1,10,0,10,0,0,6580.0,11990.0,,0%,4.5,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD136398,Доставлен,24565729,HHH_White_4631,9180,1,10,Новогодняя распродажа,г. Сызрань,Курьер,9180,918,16,"1468,8",325,"6468,2",Склад 1,07.06.2025,2025-06-07,918.0,1468.8,6468.2,HHH_White_4631,24565729,ORD136398,9180,1,10,9180,16,325,5508.0,910.1999999999998,0.0991503267973856,HHH_White_4631,24565729,975968568,"7,13683E+12",'70,KZDOO,,16,'4.50,Чехлы,Чехол для смартфона,'0.36,'0.1,3,0,1,0,0,9180.0,11990.0,,0%,4.5,0.36,0.1,0,9180.0,11990.0,True,0.23436196830692244
ORD755486,Отменен,57338726,DDD_Red_2755,4980,2,10,Черная пятница,клх Александровск-Сахалинский,Курьер,9960,498,12,"1195,2",424,"7842,8",Склад 1,31.01.2025,2025-01-31,498.0,1195.2,7842.8,DDD_Red_2755,57338726,ORD755486,4980,2,10,9960,12,424,2988.0,4754.8,0.9547791164658634,DDD_Red_2755,57338726,778039694,"9,52155E+12",'70,KZDOO,,11,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,0,0,0,4980.0,11990.0,,0%,4.7,0.36,0.1,0,4980.0,11990.0,True,0.5846538782318599
