Номер отправления;Статус отправления;Ozon ID;Артикул товара;Итоговая стоимость;Количество товаров в отправлении;Скидка %;Акции;Регион доставки;Способ доставки;Сумма отправления;Скидка, руб.;Вознаграждение %;Вознаграждение, руб.;Стоимость доставки;К выплате;Склад отгрузки;Дата логистической операции
ORD523426;В пути;33351587;CCC_Black_6996;9980;4;10;Новогодняя распродажа;с. Нягань;Постамат;39920;998;11;4391,2;242;34288,8;Склад 1;21.02.2025
ORD371332;Доставлен;30512809;BBB_Blue_2694;2690;2;15;Нет;с. Соликамск;ПВЗ;5380;403,5;16;860,8;332;3783,7;Склад 2;02.08.2025
ORD907270;Отменен;86056168;FFF_Green_1588;11000;1;5;Новогодняя распродажа;д. Колпашево;ПВЗ;11000;550;16;1760;139;8551;Склад 1;22.05.2025
ORD360187;Доставлен;93626225;FFF_Clear_4303;9990;3;15;Нет;д. Хасавюрт;ПВЗ;29970;1498,5;19;5694,3;222;22555,2;Склад 3;07.01.2025
ORD339237;В пути;26726668;EEE_Blue_2638;3180;2;20;Черная пятница;с. Ульяновск;ПВЗ;6360;636;17;1081,2;300;4342,8;Склад 1;24.04.2025
ORD554432;Отменен;47335358;GGG_Pink_1893;2780;2;15;Новогодняя распродажа;к. Кызыл;Курьер;5560;417;14;778,4;192;4172,6;Склад 3;15.08.2025
ORD478517;В пути;67982365;FFF_Red_4458;5100;2;20;Черная пятница;г. Тихвин;Курьер;10200;1020;18;1836;316;7028;Склад 1;08.01.2025
ORD368303;Отменен;73339847;BBB_Clear_5381;2596;4;0;Новогодняя распродажа;клх Апрелевка;Постамат;10384;0;11;1142,24;187;9054,76;Склад 2;04.01.2025
ORD630639;Отменен;94453894;CCC_Green_6440;7300;3;0;Нет;клх Калачинск;ПВЗ;21900;0;14;3066;360;18474;Склад 3;04.07.2025
ORD805435;Отменен;78884710;AAA_White_5168;11990;2;20;Новогодняя распродажа;г. Йошкар-Ола;ПВЗ;23980;2398;12;2877,6;461;18243,4;Склад 1;09.09.2025
ORD996236;Отменен;32219595;GGG_Pink_3942;2200;1;20;Новогодняя распродажа;с. Элиста;Курьер;2200;440;11;242;134;1384;Склад 3;10.03.2025
ORD417100;Отменен;64821792;GGG_Black_8879;5580;1;15;Нет;д. Шумиха;ПВЗ;5580;837;17;948,6;186;3608,4;Склад 3;07.05.2025
ORD963856;Доставлен;77043917;FFF_Purple_9353;11100;4;20;Нет;клх Абинск;Постамат;44400;2220;15;6660;437;35083;Склад 2;14.08.2025
ORD852636;Отменен;59240777;DDD_Titanium_5938;1220;1;5;Нет;д. Кущевская;Постамат;1220;61;15;183;352;624;Склад 2;21.08.2025
ORD851956;Отменен;26802010;EEE_Clear_6744;4200;2;0;Новогодняя распродажа;к. Каменск-Уральский;ПВЗ;8400;0;14;1176;131;7093;Склад 2;03.09.2025
ORD321954;Доставлен;24666903;BBB_Titanium_9028;3380;1;0;Черная пятница;с. Нефтеюганск;Постамат;3380;0;14;473,2;294;2612,8;Склад 2;17.09.2025
ORD483455;Доставлен;65992151;FFF_Red_3712;3400;2;20;Новогодняя распродажа;п. Асбест;Постамат;6800;680;11;748;183;5189;Склад 3;24.03.2025
ORD464026;Доставлен;52326977;DDD_Black_1564;1380;1;10;Новогодняя распродажа;п. Тотьма;Курьер;1380;138;16;220,8;179;842,2;Склад 3;21.07.2025
ORD191468;Доставлен;33947909;HHH_Red_7905;6000;3;10;Черная пятница;с. Малоярославец;Постамат;18000;600;14;2520;476;14404;Склад 1;16.08.2025
ORD520024;Доставлен;28525798;CCC_Red_6375;6050;4;20;Нет;ст. Ульяновск;ПВЗ;24200;1210;18;4356;404;18230;Склад 1;20.01.2025
ORD514575;Доставлен;54375561;CCC_Blue_2528;2700;4;5;Новогодняя распродажа;д. Усинск;ПВЗ;10800;135;11;1188;378;9099;Склад 1;10.04.2025
ORD253789;Отменен;54251905;HHH_Green_1705;2000;3;10;Черная пятница;г. Соболево;Постамат;6000;200;12;720;195;4885;Склад 2;01.04.2025
ORD580139;Отменен;68159326;HHH_Clear_5825;1240;3;20;Нет;д. Шали;ПВЗ;3720;248;16;595,2;147;2729,8;Склад 3;18.03.2025
ORD284187;В пути;67674825;GGG_Blue_3878;3380;4;5;Нет;г. Сургут (Хант.);Курьер;13520;169;18;2433,6;448;10469,4;Склад 3;05.06.2025
ORD663290;Отменен;97578232;DDD_Titanium_7441;4980;3;5;Новогодняя распродажа;п. Кудымкар;Постамат;14940;249;14;2091,6;102;12497,4;Склад 1;17.05.2025
ORD902345;Отменен;84347936;CCC_Clear_6860;3180;2;15;Нет;п. Урус-Мартан;Постамат;6360;477;17;1081,2;255;4546,8;Склад 1;26.06.2025
ORD341215;Доставлен;71446261;EEE_Titanium_2576;5180;1;5;Нет;г. Чайковский;Постамат;5180;259;19;984,2;211;3725,8;Склад 3;28.07.2025
ORD553012;Доставлен;42232730;HHH_White_3648;10780;4;10;Черная пятница;с. Дно;ПВЗ;43120;1078;19;8192,8;328;33521,2;Склад 2;01.01.2025
ORD964686;Отменен;82901378;CCC_Pink_7762;3100;3;10;Черная пятница;ст. Волгодонск;ПВЗ;9300;310;17;1581;200;7209;Склад 1;08.08.2025
ORD862940;В пути;52732703;CCC_Pink_7226;6200;2;20;Нет;ст. Малоярославец;Постамат;12400;1240;17;2108;224;8828;Склад 1;04.09.2025
ORD117433;Доставлен;77056010;BBB_Black_3665;5430;4;20;Черная пятница;к. Дзержинск;ПВЗ;21720;1086;12;2606,4;440;17587,6;Склад 3;01.02.2025
ORD903347;Отменен;77758278;EEE_Black_2185;9100;3;5;Нет;к. Каргасок;ПВЗ;27300;455;18;4914;341;21590;Склад 3;16.06.2025
ORD317076;Отменен;22258405;FFF_Blue_3236;3490;4;0;Новогодняя распродажа;ст. Певек;Постамат;13960;0;14;1954,4;158;11847,6;Склад 1;18.04.2025
ORD679133;В пути;84867398;BBB_Pink_7897;2980;3;15;Черная пятница;клх Троицк (Челяб.);Постамат;8940;447;19;1698,6;390;6404,4;Склад 1;04.03.2025
ORD878774;В пути;11854043;GGG_Red_4578;1900;4;0;Нет;клх Невьянск;ПВЗ;7600;0;10;760;182;6658;Склад 2;19.06.2025
ORD940614;Доставлен;78108555;BBB_Green_2236;6050;2;5;Нет;п. Выборг;Постамат;12100;302,5;14;1694;273;9830,5;Склад 2;26.03.2025
ORD767932;В пути;56099077;FFF_Green_4430;1040;2;5;Черная пятница;г. Петухово;Постамат;2080;52;15;312;358;1358;Склад 2;11.05.2025
ORD566015;Отменен;34657339;BBB_Titanium_6310;5500;1;0;Черная пятница;г. Данков;Постамат;5500;0;14;770;208;4522;Склад 2;23.01.2025
ORD667925;Отменен;72208276;AAA_Blue_4139;5580;4;15;Новогодняя распродажа;д. Верхний Тагил;Постамат;22320;837;12;2678,4;253;18551,6;Склад 1;23.06.2025
ORD583704;В пути;35214367;FFF_White_7199;9990;1;0;Нет;клх Заводоуковск;ПВЗ;9990;0;15;1498,5;393;8098,5;Склад 1;17.07.2025
ORD505473;В пути;26802010;EEE_Clear_6744;4200;4;20;Новогодняя распродажа;с. Бирск;Постамат;16800;840;17;2856;475;12629;Склад 1;28.07.2025
ORD481089;В пути;10145273;DDD_Red_7490;3490;3;10;Новогодняя распродажа;с. Светлогорск (Калин.);Курьер;10470;349;16;1675,2;311;8134,8;Склад 2;20.09.2025
ORD904100;В пути;59917650;FFF_Clear_9409;5648;3;20;Новогодняя распродажа;г. Мурманск;Постамат;16944;1129,6;12;2033,28;103;13678,12;Склад 1;09.08.2025
ORD106209;Доставлен;89459784;FFF_Purple_8560;6580;1;10;Черная пятница;д. Нижневартовск;Курьер;6580;658;17;1118,6;235;4568,4;Склад 3;12.02.2025
ORD659242;В пути;32826828;EEE_Titanium_7662;6990;4;5;Новогодняя распродажа;ст. Красная Поляна;Постамат;27960;349,5;12;3355,2;259;23996,3;Склад 2;18.05.2025
ORD194646;Доставлен;77282880;EEE_Purple_1729;5580;1;15;Черная пятница;п. Агата;Курьер;5580;837;11;613,8;235;3894,2;Склад 3;24.02.2025
ORD444369;Отменен;57336840;DDD_White_8173;1800;2;0;Черная пятница;клх Алдан;Курьер;3600;0;16;576;274;2750;Склад 2;04.04.2025
ORD572312;В пути;83149727;CCC_Purple_9600;5990;1;15;Новогодняя распродажа;ст. Люберцы;Постамат;5990;898,5;18;1078,2;353;3660,3;Склад 1;07.06.2025
ORD603069;Доставлен;28647941;DDD_Clear_5853;1390;1;0;Новогодняя распродажа;г. Листвянка (Иркут.);Постамат;1390;0;14;194,6;148;1047,4;Склад 2;22.07.2025
ORD524920;В пути;24553956;CCC_White_2543;4780;3;20;Нет;ст. Суздаль;Постамат;14340;956;15;2151;209;11024;Склад 3;20.01.2025
ORD112435;Отменен;89551751;HHH_Purple_7181;9180;1;20;Новогодняя распродажа;ст. Инта;Курьер;9180;1836;13;1193,4;303;5847,6;Склад 2;17.09.2025
ORD565229;Отменен;68455110;AAA_Purple_5764;4980;4;0;Нет;д. Сальск;ПВЗ;19920;0;14;2788,8;226;16905,2;Склад 3;27.08.2025
ORD860294;Отменен;40509576;HHH_Purple_7128;7180;3;15;Новогодняя распродажа;г. Черняховск;ПВЗ;21540;1077;11;2369,4;496;17597,6;Склад 1;19.04.2025
ORD186275;В пути;12665141;EEE_Clear_2689;5580;1;0;Новогодняя распродажа;г. Троицк (Моск.);Постамат;5580;0;19;1060,2;272;4247,8;Склад 3;08.07.2025
ORD406463;В пути;70326795;FFF_Purple_9422;11100;2;5;Новогодняя распродажа;к. Мурманск;ПВЗ;22200;555;18;3996;447;17202;Склад 1;11.01.2025
ORD269846;Доставлен;74566460;FFF_Blue_4146;11316;1;20;Новогодняя распродажа;с. Армавир;ПВЗ;11316;2263,2;16;1810,56;458;6784,24;Склад 3;05.04.2025
ORD182328;Отменен;91964708;GGG_Purple_5633;2380;1;5;Нет;клх Тимашевск;Постамат;2380;119;15;357;434;1470;Склад 1;13.04.2025
ORD587692;В пути;48742299;CCC_Pink_8383;11100;1;20;Нет;п. Любань;Курьер;11100;2220;17;1887;118;6875;Склад 3;28.09.2025
ORD508791;Отменен;77792184;BBB_Pink_9025;2580;3;20;Новогодняя распродажа;п. Тверь;Постамат;7740;516;14;1083,6;479;5661,4;Склад 1;14.03.2025
ORD179482;Отменен;18156492;GGG_Pink_4591;5980;4;10;Новогодняя распродажа;к. Гаврилов-Ям;ПВЗ;23920;598;12;2870,4;151;20300,6;Склад 1;08.05.2025
ORD797275;Доставлен;32712151;BBB_Blue_6933;5980;2;5;Нет;с. Липецк;Курьер;11960;299;11;1315,6;113;10232,4;Склад 1;29.06.2025
ORD258038;Доставлен;48820146;DDD_Purple_7099;2580;1;5;Черная пятница;д. Данков;ПВЗ;2580;129;16;412,8;265;1773,2;Склад 3;24.04.2025
ORD328594;Доставлен;19259686;HHH_Pink_2327;2000;4;10;Черная пятница;д. Мценск;Курьер;8000;200;19;1520;177;6103;Склад 3;16.03.2025
ORD553578;Доставлен;19331204;BBB_Pink_6613;5100;4;15;Черная пятница;г. Урай;ПВЗ;20400;765;11;2244;173;17218;Склад 1;17.09.2025
ORD392511;Отменен;29540923;BBB_White_5235;5180;3;5;Нет;г. Соболево;Постамат;15540;259;11;1709,4;215;13356,6;Склад 2;11.06.2025
ORD315643;Доставлен;13687354;DDD_Black_1710;4990;2;0;Нет;д. Ханты-Мансийск;ПВЗ;9980;0;14;1397,2;199;8383,8;Склад 1;10.07.2025
ORD913119;Доставлен;61043170;HHH_Red_8358;2690;3;10;Черная пятница;к. Бреды;ПВЗ;8070;269;18;1452,6;373;5975,4;Склад 2;18.01.2025
ORD337283;Доставлен;64538087;CCC_Clear_4692;3490;4;5;Черная пятница;ст. Хатанга;Курьер;13960;174,5;12;1675,2;174;11936,3;Склад 1;14.05.2025
ORD476514;Доставлен;82438067;EEE_Red_8950;5980;4;15;Новогодняя распродажа;к. Лодейное Поле;ПВЗ;23920;897;12;2870,4;317;19835,6;Склад 3;13.08.2025
ORD383201;Отменен;71333535;CCC_Clear_1274;1460;4;5;Нет;п. Кущевская;Постамат;5840;73;16;934,4;494;4338,6;Склад 2;02.02.2025
ORD171913;Доставлен;36496711;GGG_Blue_5448;6736;3;20;Нет;с. Белгород;Постамат;20208;1347,2;15;3031,2;272;15557,6;Склад 3;20.04.2025
ORD357930;Отменен;28202461;GGG_Pink_9489;4980;2;0;Черная пятница;клх Корсаков;Постамат;9960;0;10;996;356;8608;Склад 2;24.04.2025
ORD879678;В пути;36919791;CCC_Clear_1118;1800;1;10;Черная пятница;г. Люберцы;Курьер;1800;180;10;180;487;953;Склад 2;23.09.2025
ORD903385;Отменен;20450748;EEE_Black_1662;11100;3;20;Нет;к. Юрьевец (Иван.);Курьер;33300;2220;16;5328;155;25597;Склад 2;30.06.2025
ORD747887;Отменен;29875570;DDD_Black_2486;660;4;15;Новогодняя распродажа;д. Клин;ПВЗ;2640;99;14;369,6;267;1904,4;Склад 2;07.03.2025
ORD112885;Доставлен;80615239;AAA_White_9065;4990;3;20;Черная пятница;д. Сасово;ПВЗ;14970;998;19;2844,3;440;10687,7;Склад 3;15.03.2025
ORD882534;В пути;43423685;EEE_Purple_1098;3380;4;20;Нет;г. Краснодар;ПВЗ;13520;676;16;2163,2;472;10208,8;Склад 2;27.09.2025
ORD261633;В пути;17625450;EEE_Red_9020;5580;1;15;Нет;п. Черский;Курьер;5580;837;10;558;340;3845;Склад 1;19.06.2025
ORD373094;В пути;40907194;AAA_White_9755;5990;1;20;Новогодняя распродажа;клх Учалы;Курьер;5990;1198;14;838,6;157;3796,4;Склад 1;29.01.2025
ORD969333;В пути;66519859;GGG_Purple_1694;4900;2;10;Новогодняя распродажа;клх Киржач;ПВЗ;9800;490;14;1372;460;7478;Склад 2;08.09.2025
ORD214182;Отменен;79115313;HHH_Pink_8206;4980;4;5;Черная пятница;ст. Кыштым;Курьер;19920;249;11;2191,2;169;17310,8;Склад 3;29.07.2025
ORD725890;В пути;66144867;CCC_Blue_3895;9180;2;20;Черная пятница;с. Кизляр;Курьер;18360;1836;19;3488,4;241;12794,6;Склад 3;18.09.2025
ORD318170;Отменен;84491869;EEE_Green_2359;3100;2;10;Черная пятница;д. Старая Русса;Постамат;6200;310;18;1116;250;4524;Склад 2;29.06.2025
ORD852810;Отменен;90424966;CCC_Red_9477;1550;1;5;Нет;клх Ербогачен;Постамат;1550;77,5;12;186;278;1008,5;Склад 3;06.08.2025
ORD801578;Отменен;91763078;CCC_Clear_8930;1080;3;5;Черная пятница;ст. Лысьва;ПВЗ;3240;54;12;388,8;416;2381,2;Склад 3;26.08.2025
ORD599979;В пути;74588621;HHH_Titanium_9363;2550;3;20;Нет;г. Новокузнецк;ПВЗ;7650;510;10;765;420;5955;Склад 3;08.04.2025
ORD331223;Доставлен;54154203;CCC_Blue_3473;2980;2;10;Черная пятница;д. Новокузнецк;Постамат;5960;298;12;715,2;387;4559,8;Склад 2;04.01.2025
ORD297911;Доставлен;86221208;DDD_Clear_1598;6580;1;20;Новогодняя распродажа;ст. Нефтеюганск;Курьер;6580;1316;15;987;108;4169;Склад 1;25.02.2025
ORD319315;В пути;84347936;CCC_Clear_6860;3180;4;15;Новогодняя распродажа;к. Гремячинск (Бурят.);ПВЗ;12720;477;14;1780,8;325;10137,2;Склад 1;14.09.2025
ORD794250;Доставлен;14715236;GGG_Purple_5110;6580;3;5;Нет;п. Оленек;ПВЗ;19740;329;19;3750,6;398;15262,4;Склад 1;31.03.2025
ORD710293;Доставлен;70326795;FFF_Purple_9422;11100;2;20;Новогодняя распродажа;п. Ухта;ПВЗ;22200;2220;10;2220;277;17483;Склад 1;17.07.2025
ORD134404;Отменен;63259901;CCC_White_6266;5100;3;5;Нет;с. Белоярский;Курьер;15300;255;15;2295;477;12273;Склад 1;10.07.2025
ORD975130;Отменен;98423853;BBB_Pink_8845;5300;3;10;Нет;д. Серпухов;Постамат;15900;530;18;2862;429;12079;Склад 3;24.02.2025
ORD715257;В пути;93094444;DDD_White_9135;2990;4;0;Новогодняя распродажа;к. Можга;ПВЗ;11960;0;14;1674,4;355;9930,6;Склад 3;21.01.2025
ORD514644;В пути;91592163;BBB_Black_7878;2580;1;20;Нет;к. Чермоз;Постамат;2580;516;10;258;124;1682;Склад 3;23.01.2025
ORD999850;Доставлен;43178236;HHH_Red_3860;6000;4;20;Новогодняя распродажа;д. Брянск;Постамат;24000;1200;12;2880;360;19560;Склад 2;18.05.2025
ORD181227;Отменен;49649549;BBB_Black_9198;880;1;5;Черная пятница;с. Кингисепп;Курьер;880;44;13;114,4;464;257,6;Склад 3;06.06.2025
ORD777191;В пути;24565729;HHH_White_4631;9180;3;10;Черная пятница;ст. Черемхово;Курьер;27540;918;19;5232,6;251;21138,4;Склад 1;19.03.2025
ORD324139;В пути;50339234;CCC_Black_7296;2933;2;15;Новогодняя распродажа;п. Вилюйск;Курьер;5866;439,95;19;1114,54;435;3876,51;Склад 3;16.06.2025
ORD946938;В пути;61473853;BBB_Black_4989;6050;4;10;Новогодняя распродажа;с. Зеленогорск (Ленин.);Курьер;24200;605;19;4598;225;18772;Склад 1;15.01.2025
ORD514381;В пути;20765137;CCC_Pink_8919;1580;1;20;Новогодняя распродажа;к. Вилюйск;Курьер;1580;316;18;284,4;328;651,6;Склад 3;22.03.2025
ORD936453;В пути;64327413;GGG_Pink_5430;3100;3;15;Новогодняя распродажа;с. Белгород;Курьер;9300;465;13;1209;359;7267;Склад 1;18.08.2025
ORD402115;В пути;63335242;AAA_White_4047;7980;1;10;Черная пятница;п. Артем;ПВЗ;7980;798;19;1516,2;371;5294,8;Склад 3;27.02.2025
ORD366441;Доставлен;44809215;AAA_Black_2397;7300;1;0;Нет;с. Омск;Постамат;7300;0;19;1387;453;5460;Склад 1;19.02.2025
ORD264691;Отменен;51313051;DDD_Clear_9288;11100;1;5;Нет;к. Оха;Курьер;11100;555;13;1443;193;8909;Склад 1;15.09.2025
ORD772973;Отменен;28310439;HHH_White_7575;2790;3;10;Черная пятница;клх Асбест;ПВЗ;8370;279;12;1004,4;204;6882,6;Склад 2;11.07.2025
ORD949355;В пути;55970003;CCC_Blue_8291;5580;2;10;Нет;п. Орск;Постамат;11160;558;15;1674;381;8547;Склад 3;02.08.2025
ORD953498;Отменен;91781807;HHH_Black_7583;5300;2;0;Черная пятница;к. Шелехов;Курьер;10600;0;11;1166;170;9264;Склад 1;07.06.2025
ORD236165;Отменен;97578232;DDD_Titanium_7441;4980;2;20;Нет;д. Тайшет;Курьер;9960;996;10;996;285;7683;Склад 3;10.04.2025
ORD943573;Отменен;26194974;AAA_Black_7725;3380;1;5;Новогодняя распродажа;п. Белгород;ПВЗ;3380;169;19;642,2;108;2460,8;Склад 1;14.01.2025
ORD451175;В пути;79747505;AAA_Blue_9495;5980;3;10;Новогодняя распродажа;д. Новосибирск;Постамат;17940;598;19;3408,6;156;13777,4;Склад 2;17.06.2025
ORD888104;В пути;33336859;BBB_Blue_8197;6000;1;15;Новогодняя распродажа;клх Арсеньев;Курьер;6000;900;11;660;371;4069;Склад 2;31.08.2025
ORD793010;Отменен;67730240;DDD_Pink_2219;2600;2;10;Черная пятница;п. Ербогачен;Постамат;5200;260;14;728;398;3814;Склад 2;12.09.2025
ORD730449;Отменен;87897147;EEE_Black_8254;2780;2;5;Черная пятница;к. Палана;ПВЗ;5560;139;18;1000,8;146;4274,2;Склад 2;08.02.2025
ORD906694;В пути;68159326;HHH_Clear_5825;1240;3;10;Нет;с. Комсомольск-на-Амуре;Курьер;3720;124;16;595,2;191;2809,8;Склад 1;23.03.2025
ORD995328;Доставлен;97043253;FFF_Green_9071;3100;1;0;Нет;с. Усинск;Постамат;3100;0;13;403;139;2558;Склад 3;28.08.2025
ORD942616;Отменен;52953466;BBB_Pink_4023;2490;4;10;Нет;п. Мичуринск;ПВЗ;9960;249;17;1693,2;273;7744,8;Склад 2;12.07.2025
ORD746780;Доставлен;32826828;EEE_Titanium_7662;6990;4;10;Черная пятница;г. Усолье Сибирское;ПВЗ;27960;699;18;5032,8;150;22078,2;Склад 2;01.05.2025
ORD681931;Отменен;43776637;EEE_Blue_5790;5980;2;15;Нет;клх Курумкан;Курьер;11960;897;19;2272,4;274;8516,6;Склад 2;11.02.2025
ORD632542;Доставлен;58295345;GGG_Clear_8444;4700;3;0;Новогодняя распродажа;клх Североморск;Постамат;14100;0;13;1833;392;11875;Склад 3;02.02.2025
ORD693762;Доставлен;39912009;AAA_Black_7462;4990;1;0;Нет;ст. Ревда (Сверд.);Курьер;4990;0;11;548,9;373;4068,1;Склад 1;28.08.2025
ORD956369;Доставлен;60679385;EEE_White_2537;1340;1;10;Новогодняя распродажа;с. Ржев;Курьер;1340;134;19;254,6;212;739,4;Склад 1;22.02.2025
ORD149559;В пути;42826695;AAA_Black_1627;7990;2;15;Черная пятница;г. Лянтор;Постамат;15980;1198,5;10;1598;369;12814,5;Склад 1;26.04.2025
ORD881039;Доставлен;19770679;HHH_Red_1115;7828;2;10;Новогодняя распродажа;клх Верхний Баскунчак;Постамат;15656;782,8;17;2661,52;471;11740,68;Склад 1;28.03.2025
ORD652671;Доставлен;36919791;CCC_Clear_1118;1800;1;10;Новогодняя распродажа;клх Малая Вишера;Постамат;1800;180;11;198;239;1183;Склад 3;20.09.2025
ORD792671;Доставлен;85687791;AAA_Black_9253;5980;1;5;Новогодняя распродажа;клх Гаврилов-Ям;ПВЗ;5980;299;13;777,4;231;4672,6;Склад 3;17.04.2025
ORD392787;Отменен;42464834;CCC_Green_2957;3400;2;5;Черная пятница;г. Мытищи;ПВЗ;6800;170;14;952;328;5350;Склад 3;07.02.2025
ORD111077;Доставлен;42232730;HHH_White_3648;10780;1;15;Черная пятница;д. Волоколамск;Постамат;10780;1617;11;1185,8;198;7779,2;Склад 2;18.08.2025
ORD947445;Отменен;86253551;EEE_Pink_2728;3490;4;20;Черная пятница;с. Амурск;ПВЗ;13960;698;19;2652,4;360;10249,6;Склад 3;12.08.2025
ORD842780;Доставлен;78884710;AAA_White_5168;11990;2;5;Черная пятница;п. Яхрома;Курьер;23980;599,5;10;2398;432;20550,5;Склад 1;02.04.2025
ORD514709;Доставлен;82137556;EEE_Black_5363;5990;1;20;Нет;клх Буйнакск;Постамат;5990;1198;18;1078,2;283;3430,8;Склад 3;22.02.2025
ORD355361;В пути;55570580;BBB_White_3663;11100;2;0;Черная пятница;к. Шадринск;Курьер;22200;0;18;3996;371;17833;Склад 2;06.04.2025
ORD214691;Отменен;67182647;GGG_Black_4596;3100;3;5;Новогодняя распродажа;п. Нарткала;Постамат;9300;155;13;1209;360;7576;Склад 1;19.05.2025
ORD791342;Доставлен;35690160;GGG_Purple_2856;5648;2;5;Черная пятница;п. Бологое;Курьер;11296;282,4;17;1920,32;115;8978,28;Склад 3;16.07.2025
ORD373258;Отменен;27378295;GGG_Blue_2566;900;2;15;Нет;клх Калязин;Постамат;1800;135;12;216;173;1276;Склад 1;28.05.2025
ORD756439;Отменен;97750622;FFF_White_2222;6100;3;20;Нет;г. Лагань;Курьер;18300;1220;17;3111;457;13512;Склад 1;10.08.2025
ORD762006;В пути;34643765;GGG_Black_5712;6980;4;5;Нет;д. Певек;Постамат;27920;349;15;4188;475;22908;Склад 3;25.02.2025
ORD924965;В пути;26483342;HHH_Clear_4657;4980;1;5;Новогодняя распродажа;ст. Объячево;Постамат;4980;249;13;647,4;412;3671,6;Склад 3;11.06.2025
ORD898572;В пути;42668897;FFF_Clear_6850;7380;3;15;Черная пятница;клх Инта;ПВЗ;22140;1107;14;3099,6;468;17465,4;Склад 2;23.08.2025
ORD367259;В пути;61490753;EEE_Purple_3010;1140;2;15;Черная пятница;ст. Сортавала;Курьер;2280;171;16;364,8;222;1522,2;Склад 3;12.08.2025
ORD564161;В пути;68149765;BBB_Purple_8018;3380;1;20;Черная пятница;д. Киров (Вятка);ПВЗ;3380;676;19;642,2;199;1862,8;Склад 3;22.08.2025
ORD496750;В пути;98454420;AAA_Titanium_4017;7180;3;0;Новогодняя распродажа;клх Корсаков;Курьер;21540;0;11;2369,4;253;18917,6;Склад 3;28.05.2025
ORD652239;В пути;55570580;BBB_White_3663;11100;1;0;Новогодняя распродажа;к. Можга;ПВЗ;11100;0;15;1665;122;9313;Склад 1;09.06.2025
ORD695232;В пути;27995241;GGG_Blue_6871;2490;1;10;Нет;д. Кызыл;Постамат;2490;249;12;298,8;423;1519,2;Склад 2;22.03.2025
ORD375712;Доставлен;68159326;HHH_Clear_5825;1240;3;5;Нет;с. Шали;ПВЗ;3720;62;18;669,6;493;2495,4;Склад 1;02.06.2025
ORD933879;Отменен;20862535;FFF_Titanium_4702;5580;1;20;Черная пятница;д. Сортавала;ПВЗ;5580;1116;10;558;429;3477;Склад 3;30.06.2025
ORD945337;В пути;59775520;HHH_Purple_5299;490;4;5;Новогодняя распродажа;ст. Кизилюрт;Постамат;1960;24,5;16;313,6;321;1300,9;Склад 2;25.02.2025
ORD790490;В пути;93626225;FFF_Clear_4303;9990;3;20;Новогодняя распродажа;ст. Каневская;ПВЗ;29970;1998;11;3296,7;218;24457,3;Склад 3;08.09.2025
ORD435971;Отменен;63259901;CCC_White_6266;5100;4;20;Черная пятница;клх Одинцово;Постамат;20400;1020;15;3060;179;16141;Склад 1;29.05.2025
ORD418458;Доставлен;83149727;CCC_Purple_9600;5990;2;20;Черная пятница;ст. Пушкин;Курьер;11980;1198;18;2156,4;245;8380,6;Склад 1;29.03.2025
ORD718843;Отменен;12197069;HHH_Pink_7589;6380;1;5;Нет;г. Поронайск;ПВЗ;6380;319;17;1084,6;366;4610,4;Склад 3;04.03.2025
ORD927245;Отменен;44260719;HHH_Purple_8562;3790;2;15;Нет;г. Гремячинск (Бурят.);Постамат;7580;568,5;17;1288,6;278;5444,9;Склад 2;23.08.2025
ORD451931;В пути;49969528;HHH_Purple_2012;2980;2;5;Нет;ст. Ногинск (Моск.);Постамат;5960;149;15;894;473;4444;Склад 1;01.09.2025
ORD600317;Отменен;28865428;CCC_White_6197;1900;1;20;Черная пятница;п. Галич;ПВЗ;1900;380;18;342;441;737;Склад 3;04.04.2025
ORD314586;Отменен;24499014;DDD_White_9097;3180;3;10;Черная пятница;ст. Катайск;Курьер;9540;318;15;1431;140;7651;Склад 3;02.09.2025
ORD291713;В пути;44260719;HHH_Purple_8562;3790;1;0;Нет;д. Кузнецк;ПВЗ;3790;0;19;720,1;152;2917,9;Склад 3;01.08.2025
ORD595901;В пути;38916371;GGG_Blue_9644;8200;2;20;Нет;г. Дубна;Постамат;16400;1640;15;2460;370;11930;Склад 2;12.04.2025
ORD152456;В пути;64096625;GGG_Black_5356;700;2;10;Новогодняя распродажа;ст. Чайковский;Курьер;1400;70;15;210;192;928;Склад 3;16.02.2025
ORD225755;В пути;87769242;GGG_Black_5293;3590;3;15;Новогодняя распродажа;п. Усть-Баргузин;ПВЗ;10770;538,5;12;1292,4;416;8523,1;Склад 3;06.04.2025
ORD129885;Отменен;31965024;BBB_Red_4612;6980;1;20;Нет;с. Красновишерск;Постамат;6980;1396;15;1047;336;4201;Склад 1;07.08.2025
ORD883556;Отменен;39912009;AAA_Black_7462;4990;2;10;Нет;д. Ахтубинск;ПВЗ;9980;499;11;1097,8;191;8192,2;Склад 3;18.03.2025
ORD965496;Доставлен;12001967;CCC_Pink_6619;2900;4;20;Новогодняя распродажа;п. Бомнак;Курьер;11600;580;18;2088;291;8641;Склад 2;10.07.2025
ORD884475;Доставлен;83601675;HHH_White_5225;9180;2;5;Нет;с. Новочеркасск;Курьер;18360;459;16;2937,6;262;14701,4;Склад 3;20.05.2025
ORD905363;Отменен;42522552;GGG_White_4936;1080;2;10;Новогодняя распродажа;к. Шаховская;Курьер;2160;108;19;410,4;449;1192,6;Склад 2;18.07.2025
